window_idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23
308,-0.6233707,-0.38604322,0.8606457,3.0,0.09550889,2.6181178,0.8965517,7.0,0.0051020407,5.0,0.10411903,3.0,0.5,0.6333333,0.6166667,0.13433172,3.0,2.0435262,0.0,0.0,1.1780972,1.3257866,1.1040559,1.910686
309,-0.6092884,-0.37263244,0.8717434,3.0,0.1161649,2.5975058,0.8965517,7.0,0.0051020407,5.0,0.10564909,1.0,0.5,0.56666666,0.56666666,0.1347316,3.0,2.0639563,0.0,0.0,1.1780972,1.3185397,1.0804524,1.9161078
310,-0.61959505,-0.3831644,0.86503667,3.0,0.12830055,2.6032531,0.8965517,7.0,0.010204081,4.0,0.10567776,3.0,0.5,0.5,0.5,0.12982498,3.0,2.0411394,0.0,0.0,1.1780972,1.3312858,1.1013324,1.9179337
311,-0.642038,-0.4043078,0.8497859,3.0,0.116668515,2.646496,0.8965517,5.0,0.0051020407,5.0,0.106630065,3.0,0.5,0.43333334,0.43333334,0.11742591,3.0,2.1069856,0.0,0.0,1.1780972,1.339777,1.1376455,1.9074498
312,-0.689895,-0.44992107,0.8357309,3.0,0.12435297,2.7241027,0.8965517,5.0,0.008503402,5.0,0.108354226,3.0,0.5,0.36666667,0.4,0.096999,3.0,2.0952685,0.0,0.0,1.1780972,1.3543638,1.2166262,1.889615
313,-0.7367098,-0.5009721,0.82807887,3.0,0.14558952,2.6014655,0.9310345,5.0,0.015306123,5.0,0.1131416,3.0,0.5,0.33333334,0.33333334,0.082434244,3.0,2.1069856,0.0,0.0,1.1780972,1.3435811,1.3301042,1.9235717
314,-0.720912,-0.48708373,0.7772177,3.0,0.120239235,2.228747,0.9310345,5.0,0.025510205,5.0,0.11346698,3.0,0.5,0.26666668,0.3,0.07417299,3.0,2.1069856,0.0,0.0,1.1780972,1.3624166,1.3110399,1.9392793
315,-0.68909395,-0.9193297,0.79926574,3.0,0.1374641,2.1275408,0.9310345,5.0,0.015306123,5.0,0.12013733,3.0,0.5,0.2,0.26666668,0.07515152,3.0,2.1069856,0.0,0.0,1.1780972,1.3625994,1.2701879,1.9695393
316,-0.6492899,-0.8749825,0.8250695,3.0,0.1374641,2.0042686,0.9310345,5.0,0.020408163,5.0,0.12106034,3.0,0.5,0.13333334,0.3,0.08843051,3.0,2.0685127,0.0,0.0,1.1780972,1.3459262,1.217534,2.0091856
317,-0.6199769,-0.84212786,0.8548614,3.0,0.1374641,1.9113444,0.8965517,5.0,0.020408163,5.0,0.10780975,3.0,0.5,0.06666667,0.33333334,0.10439201,4.0,2.0411394,0.0,0.0,0.9817477,1.3244348,1.1784976,2.041217
318,-0.5875499,-0.8060765,0.8855844,3.0,0.1374641,1.8193069,0.86206895,5.0,0.020408163,5.0,0.10514166,1.0,0.5,0.0,0.33333334,0.13011572,4.0,1.8967295,0.0,0.0,0.9817477,1.3015774,1.1321985,2.0750718
319,-0.60075295,-0.81962687,0.8758139,3.0,0.1374641,1.8736186,0.86206895,5.0,0.025510205,5.0,0.10596449,1.0,0.5,-0.06666667,0.26666668,0.11940915,4.0,1.9421457,0.0,0.0,0.9817477,1.3158573,1.1576176,2.071779
320,-0.5900719,-0.8077535,0.8660872,3.0,0.13842449,1.8174648,0.86206895,5.0,0.020408163,5.0,0.10567265,1.0,0.5,-0.13333334,0.43333334,0.13564809,4.0,2.0411394,0.0,0.0,0.9817477,1.3052672,1.1421845,2.0831263
321,-0.5871181,-0.804674,0.87623084,3.0,0.11684224,1.8174126,0.86206895,5.0,0.025510205,5.0,0.10644615,1.0,0.5,-0.2,0.36666667,0.14118603,4.0,2.0615692,0.0,0.0,0.9817477,1.3061372,1.1367376,2.0843294
322,-0.5506999,-0.7667836,0.87504345,3.0,0.11371893,1.777533,0.8965517,7.0,0.015306123,5.0,0.10585762,1.0,0.5,-0.26666668,0.46666667,0.1547508,4.0,2.0528564,0.0,0.0,0.9817477,1.2937733,1.0686507,2.0985308
323,-0.5178436,-0.7330374,0.88429564,3.0,0.1284757,1.7556697,0.9310345,7.0,0.015306123,5.0,0.105103604,1.0,0.5,-0.33333334,0.43333334,0.16407678,4.0,2.0819993,0.0,0.0,0.9817477,1.2869046,1.0041952,2.1072094
324,-0.4889655,-0.7037749,0.8995107,3.0,0.12736782,1.7550068,0.9310345,7.0,0.010204081,5.0,0.10454357,1.0,0.5,-0.26666668,0.4,0.16883652,4.0,2.0615692,0.0,0.0,0.9817477,1.2845826,0.9451866,2.11098
325,-0.47872606,-0.6928028,0.9126392,3.0,0.12983555,1.7255636,0.9310345,6.0,0.015306123,5.0,0.10140076,1.0,0.5,-0.33333334,0.36666667,0.17544822,4.0,2.0528564,0.0,0.0,0.9817477,1.2795622,0.92703015,2.118205
326,-0.44359067,-0.6572585,0.9218391,3.0,0.13267483,1.7171142,0.9310345,5.0,0.010204081,5.0,0.0998037,1.0,0.5,-0.4,0.33333334,0.16882312,4.0,1.9479197,0.0,0.0,0.9817477,1.2542158,0.8544042,2.1222582
327,-0.42559168,-0.6388144,0.9277182,3.0,0.09452439,1.706405,0.9310345,5.0,0.010204081,5.0,0.09942799,1.0,0.5,-0.46666667,0.26666668,0.16508086,4.0,1.9147725,0.0,0.0,0.9817477,1.2338064,0.8180912,2.1266887
328,-0.4121605,-0.6257229,0.90856373,3.0,0.055942517,1.6621089,0.9310345,5.0,0.010204081,6.0,0.09824172,1.0,0.5,-0.53333336,0.2,0.1574685,4.0,1.7654196,0.0,0.0,0.9817477,1.2372171,0.788133,2.1233058
329,-0.3640511,-0.5860823,0.8235725,3.0,0.07079391,1.866773,0.9310345,5.0,0.010204081,4.0,0.10273707,1.0,0.5,-0.56666666,0.1,0.13644722,4.0,1.8405961,0.0,0.0,1.1780972,1.2169585,0.65649843,2.0423183
330,-0.2999938,-0.5341296,0.79571086,3.0,0.060209822,2.226872,0.9310345,5.0,0.010204081,4.0,0.10977974,1.0,0.5,-0.6,0.033333335,0.14147392,4.0,2.0913296,0.0,0.0,1.1780972,1.2621409,0.49399787,1.9367322
331,-0.2559333,-0.49267164,0.83668154,3.0,0.07138162,2.4690053,0.9310345,5.0,0.015306123,7.0,0.11017987,1.0,0.5,-0.6666667,0.0,0.15492062,4.0,2.1163158,0.0,0.0,1.1780972,1.2709453,0.40321544,1.9154412
332,-0.27277508,-0.5113936,0.83045423,2.0,0.07138162,2.5281968,0.9310345,5.0,0.010204081,7.0,0.10853051,3.0,0.5,-0.73333335,-0.033333335,0.16506507,4.0,2.0708995,0.0,0.0,1.1780972,0.8750736,0.43135798,1.9003487
333,-0.26718235,-0.5050747,0.82170695,2.0,0.06192607,2.5034811,0.9310345,5.0,0.020408163,7.0,0.05600808,3.0,0.5,-0.8,-0.033333335,0.17766581,4.0,2.1093726,0.0,0.0,1.1780972,0.8457428,0.42227975,1.9061496
334,-0.29388872,-0.5341463,0.9630967,2.0,0.10245915,-1.2368251,0.9310345,5.0,0.010204081,7.0,0.116265714,3.0,1.0,-0.8666667,-0.06666667,0.20809211,4.0,2.1093726,0.0,0.0,0.9817477,0.7321566,0.46767098,1.8873837
335,-0.5822396,-0.38197887,0.74165493,5.0,0.14859538,-3.1744082,0.9310345,6.0,0.020576132,6.0,0.09066406,2.0,0.33333334,-0.6,-0.16666667,0.1909825,4.0,2.1210897,0.0,0.0,0.9817477,0.94063765,0.20894098,1.2239672
336,-0.6322971,-0.6322971,0.98743665,5.0,0.27750942,-1.7169428,0.9310345,6.0,0.020576132,8.0,0.056394346,2.0,0.33333334,-0.56666666,-0.23333333,0.19188558,4.0,2.1210897,0.0,0.0,0.7853982,1.1422105,0.09546293,1.007901
337,-0.6642175,-0.43609312,0.9677012,5.0,0.27499935,-1.8390144,0.9310345,6.0,0.049382716,5.0,0.059961133,2.0,0.33333334,-0.6333333,-0.26666668,0.23094106,4.0,2.148463,0.0,0.0,0.7853982,1.1076918,0.116342895,0.99089956
338,-0.63983506,-0.63983506,0.9845391,5.0,0.26945338,-1.7874213,0.9310345,5.0,0.024691358,5.0,0.057371568,2.0,0.33333334,-0.7,-0.26666668,0.234474,4.0,2.118703,0.0,0.0,0.7853982,1.0999963,0.10000206,1.0031209
339,-0.58551854,-0.80675393,0.9983121,5.0,0.28404957,-1.7550468,0.9310345,4.0,0.020576132,5.0,0.052280925,2.0,0.33333334,-0.76666665,0.0,0.19183345,4.0,2.0528564,0.0,0.0,0.7853982,1.0656064,0.056426477,1.0217547
340,-0.5139761,-0.7404894,0.9856788,4.0,0.19521956,-1.8808056,0.8965517,4.0,0.020576132,5.0,0.05187425,1.0,0.33333334,-0.8333333,0.033333335,0.109046504,4.0,2.0387523,0.0,0.0,0.7853982,1.0015316,-0.028909024,0.9979469
341,-0.44740328,-0.6761577,0.9158354,5.0,0.088663675,-1.9566767,0.86206895,4.0,0.015306123,5.0,0.04374185,1.0,0.5,-0.8666667,0.26666668,0.058571875,4.0,2.0411394,0.0,0.0,0.7853982,0.88314694,-0.09971934,0.98817
342,-0.3732797,-0.6185215,0.6754859,5.0,0.0736625,-2.5845356,0.82758623,4.0,0.020576132,5.0,0.05477159,1.0,0.33333334,-0.46666667,0.4,0.029852757,4.0,1.8693562,0.0,0.0,1.1780972,0.81646,-0.19776438,0.9217364
343,-0.68994004,-0.87586546,0.8575578,1.0,0.34283468,1.0425575,0.79310346,10.0,0.024691358,6.0,0.055412106,2.0,0.33333334,0.0,0.6666667,0.27338448,4.0,1.8762994,0.0,0.0,0.7853982,1.1074191,-0.34846324,0.60790056
344,-0.7065734,-0.8925531,0.84106416,1.0,0.34283468,1.1207516,0.79310346,8.0,0.024691358,7.0,0.0715055,2.0,0.33333334,-0.06666667,0.6,0.24646063,4.0,1.9625757,0.0,0.0,0.7853982,1.1330934,-0.3384772,0.6077231
345,-0.73972434,-0.92691064,0.81869966,1.0,0.32661945,1.1458724,0.7586207,8.0,0.04526749,8.0,0.07243699,3.0,0.33333334,-0.13333334,0.56666666,0.21978705,4.0,1.9421457,0.0,0.0,0.7853982,1.1507094,-0.3212285,0.60380554
346,-0.8163652,-1.001835,0.7750336,1.0,0.32611728,1.1752229,0.79310346,4.0,0.03292181,8.0,0.07797521,2.0,0.33333334,-0.13333334,0.53333336,0.1794035,4.0,2.0883253,0.0,0.0,0.9817477,0.93843406,-0.27039033,0.6093937
347,-0.8984097,-1.085141,0.7721387,1.0,0.30495763,1.1989722,0.82758623,4.0,0.020576132,7.0,0.07940665,2.0,0.33333334,-0.033333335,0.46666667,0.22747599,4.0,2.0889425,0.0,0.0,0.9817477,0.94509256,-0.22409129,0.6052772
348,-0.1863869,-1.1452781,0.89361954,5.0,0.30592558,-0.7482987,0.82758623,4.0,0.008230452,0.0,0.1360481,2.0,0.33333334,-0.1,0.43333334,0.29180682,4.0,2.0889425,0.0,0.0,0.7853982,0.96934885,-0.20593481,0.58934814
349,0.12225263,-1.2688075,1.283551,5.0,0.56687903,0.40602207,0.82758623,5.0,0.04526749,7.0,0.12937234,2.0,0.33333334,0.0,0.4,0.23997107,4.0,2.0796123,0.0,0.0,0.7853982,1.0673677,-0.2540495,0.51980656
350,0.05266717,-1.300539,1.2990335,5.0,0.5329443,0.0821082,0.82758623,5.0,0.054421768,7.0,0.14612262,2.0,0.25,0.033333335,0.3,0.312246,4.0,2.0708995,0.0,0.0,0.7853982,1.0588549,-0.21864435,0.5343474
351,0.6505571,-1.3167692,1.4716915,6.0,0.38194057,0.2971583,0.82758623,5.0,0.027210884,0.0,0.14553761,2.0,0.25,0.33333334,0.23333333,0.32907912,4.0,2.0254831,0.0,0.0,0.5890486,1.0918134,-0.22772259,0.52190095
352,1.1742547,-1.3318386,1.5826659,5.0,0.37234914,0.27440786,0.82758623,4.0,0.027210884,0.0,0.146367,2.0,0.25,0.6,0.16666667,0.37603626,4.0,2.0459132,0.0,0.0,0.5890486,1.0658306,-0.20139568,0.53576314
353,0.08382481,-1.3089566,1.6743733,5.0,0.49062505,0.2406232,0.82758623,4.0,0.04761905,0.0,0.14678039,3.0,0.25,0.56666666,0.1,0.41992092,4.0,2.0459132,0.0,0.0,0.5890486,1.0150813,-0.16962183,0.56316113
354,0.3840653,-0.15230179,1.7862056,5.0,0.37474933,0.19779535,0.82758623,4.0,0.04,0.0,0.15203509,3.0,0.2,0.53333336,0.033333335,0.45111522,4.0,2.0732865,0.0,0.0,0.5890486,0.94701976,-0.1278619,0.616932
355,-0.66485965,-1.1867677,1.977254,6.0,0.44151095,0.15303366,0.82758623,5.0,0.08,0.0,0.16449153,4.0,0.2,0.9,-0.033333335,0.48700002,4.0,2.0615692,0.0,0.0,0.3926991,0.8578816,-0.077931546,0.67316085
356,-0.4980711,-0.75392956,1.7256061,5.0,0.22320783,0.89312536,0.82758623,6.0,0.041666668,0.0,0.15367536,4.0,0.14285715,0.9,-0.06666667,0.4096343,4.0,1.975293,0.0,0.0,0.5890486,0.80194914,0.08093774,1.0644455
357,-0.49663132,-0.7041234,1.8894149,8.0,0.17497626,0.44007686,0.82758623,7.0,0.074074075,0.0,0.21325181,4.0,0.125,0.96666664,-0.16666667,0.46582013,4.0,1.9064424,0.0,0.0,0.5890486,0.680277,0.23254444,1.345382
358,-0.48845938,-0.6962066,1.9057654,8.0,0.21683119,-0.7312101,0.82758623,8.0,0.11111111,0.0,0.054301567,1.0,0.125,0.9,-0.23333333,0.45856556,4.0,1.9683497,0.0,0.0,0.5890486,0.84417737,0.22074272,1.3437291
359,-0.4941293,-0.28627053,1.8928074,8.0,0.24005498,-0.72932667,0.79310346,9.0,0.11111111,0.0,0.048926573,2.0,0.125,0.8333333,-0.26666668,0.46068385,4.0,1.9683497,0.0,0.0,0.5890486,0.9540822,0.2280053,1.3430082
360,-0.48205167,-0.27560195,1.8580254,4.0,0.22882201,-0.73703164,0.79310346,10.0,0.11111111,0.0,0.04757886,3.0,0.125,0.76666665,-0.3,0.4271369,4.0,1.995723,0.0,0.0,0.5890486,1.0222923,0.2162036,1.3521745
361,-0.46503627,-0.26046023,1.816465,4.0,0.38897765,-0.7176201,0.7241379,11.0,0.027210884,0.0,0.06925436,4.0,0.25,0.7,-0.3,0.40389436,4.0,1.9800669,0.0,0.0,0.5890486,1.0114967,0.19895492,1.3645587
362,-0.46503627,-0.26046023,1.8374889,5.0,0.3910966,-0.7040566,0.7241379,11.0,0.054421768,5.0,0.06968818,3.0,0.5,0.6333333,-0.36666667,0.39936936,5.0,1.9683497,0.0,0.0,0.5890486,1.0104038,0.19895492,1.3645587
363,-0.5072857,0.11254354,1.8372617,5.0,0.22882201,-0.74586433,0.7586207,9.0,0.04761905,6.0,0.07013189,3.0,0.5,0.56666666,-0.4,0.38064653,5.0,1.9538629,0.0,0.0,0.5890486,1.036183,0.2497931,1.3511271
364,-0.52062947,0.09590544,1.8152074,5.0,0.23930763,-0.7332698,0.7586207,9.0,0.027210884,6.0,0.069014624,3.0,0.5,0.5,-0.46666667,0.3696258,5.0,1.9538629,0.0,0.0,0.5890486,1.0385561,0.2715809,1.3583467
365,-0.5122461,-0.30688012,1.8080996,5.0,0.23930763,-0.7470247,0.7586207,9.0,0.054421768,6.0,0.061749402,3.0,0.5,0.43333334,-0.53333336,0.3736869,5.0,1.9625757,0.0,0.0,0.5890486,1.0297183,0.260687,1.3593104
366,-0.51102304,-0.30561182,1.8274035,5.0,0.22882201,-0.73706186,0.7586207,9.0,0.013605442,6.0,0.06161337,3.0,0.5,0.36666667,-0.6,0.37533224,5.0,1.8850123,0.0,0.0,0.5890486,1.0232359,0.25887135,1.3590106
367,-0.5190105,-0.31308052,1.7943019,5.0,0.22882201,-0.7432662,0.7586207,9.0,0.034013607,6.0,0.060622875,3.0,0.5,0.3,-0.6666667,0.37092167,5.0,1.9244854,0.0,0.0,0.5890486,1.0291686,0.26794958,1.3555872
368,-0.5592162,0.066089205,1.7357042,5.0,0.21626057,-0.76759964,0.7586207,9.0,0.054421768,6.0,0.055460665,2.0,0.25,0.23333333,-0.7,0.35568142,5.0,1.9508585,0.0,0.0,0.5890486,1.0424514,0.3133408,1.3392944
369,0.24756385,0.035514046,1.6724627,4.0,0.21053095,-0.8084537,0.79310346,7.0,0.034013607,6.0,0.04994581,2.0,0.25,0.16666667,-0.73333335,0.34787968,5.0,1.9421457,0.0,0.0,0.5890486,1.0605913,0.35510075,1.3164645
370,0.19878894,-0.016449068,1.5935285,4.0,0.19899692,-0.8376832,0.82758623,7.0,0.012345679,6.0,0.04911773,2.0,0.33333334,0.1,-0.6333333,0.33731166,5.0,1.8933424,0.0,0.0,0.5890486,1.0818458,0.42318758,1.2969644
371,0.13662285,-0.08105342,1.5060909,4.0,0.22001079,-0.86512244,0.86206895,6.0,0.008230452,6.0,0.103901826,2.0,0.33333334,0.033333335,-0.3,0.33467346,5.0,1.97768,0.0,0.0,0.7853982,1.095475,0.5057996,1.2824367
372,0.094328925,-0.12879522,1.4627216,4.0,0.20920159,-0.9395251,0.8965517,6.0,0.04526749,6.0,0.105790965,2.0,0.33333334,-0.033333335,0.06666667,0.3378151,5.0,1.989949,0.0,0.0,0.7853982,1.122183,0.5629926,1.2511243
373,0.061151184,-0.16816568,1.433625,4.0,0.17941397,-1.0306655,0.8965517,6.0,0.020576132,6.0,0.10786728,2.0,0.33333334,-0.1,0.13333334,0.33058533,5.0,2.028422,0.0,0.0,0.7853982,1.1515324,0.60656816,1.2173376
374,0.04730238,-0.1835782,1.4237043,4.0,0.16306289,-1.051894,0.8965517,6.0,0.03292181,6.0,0.10710066,2.0,0.33333334,-0.16666667,0.1,0.31573942,5.0,2.007992,0.0,0.0,0.7853982,1.1614925,0.6238168,1.2090927
375,0.023472859,-0.20936255,1.4284704,4.0,0.15045844,-1.0859071,0.8965517,6.0,0.037037037,6.0,0.10782201,1.0,0.6666667,-0.23333333,0.033333335,0.2955342,5.0,2.0615692,0.0,0.0,0.7853982,1.1660086,0.6528672,1.1989415
376,0.021961218,-0.2109032,1.4250355,4.0,0.14180012,-1.0862734,0.8965517,6.0,0.024691358,6.0,0.10700427,1.0,0.33333334,-0.3,-0.033333335,0.29249033,5.0,2.0913296,0.0,0.0,0.7853982,1.164617,0.6546828,1.1987921
377,0.015158264,-0.21789974,1.4118181,4.0,0.13777779,-1.0769058,0.8965517,6.0,0.008230452,6.0,0.057693157,1.0,0.6666667,-0.36666667,-0.1,0.28374624,5.0,2.0796123,0.0,0.0,0.7853982,1.1623511,0.66285324,1.1977965
378,-0.020013323,-0.2567096,1.3978497,4.0,0.13594812,-1.1284649,0.8965517,6.0,0.020576132,6.0,0.05922306,1.0,0.33333334,-0.43333334,-0.16666667,0.25479263,5.0,1.975293,0.0,0.0,0.7853982,1.1793071,0.70461315,1.1793851
379,-0.06865981,-0.30588338,1.3861077,4.0,0.15216336,-1.134289,0.8965517,5.0,0.024691358,6.0,0.059376325,1.0,0.6666667,-0.5,-0.2,0.22543612,5.0,2.0615692,0.0,0.0,0.7853982,1.1894221,0.76180613,1.1767634
380,-0.04413104,-0.27810177,1.3257664,4.0,0.1509493,-1.2229061,0.8965517,6.0,0.020576132,6.0,0.0439607,1.0,0.33333334,-0.56666666,-0.23333333,0.23789412,5.0,2.0732865,0.0,0.0,0.7853982,1.1931568,0.73366356,1.1931237
381,-0.030210018,-0.2624497,1.3323468,4.0,0.13628867,-1.1958513,0.8965517,6.0,0.012345679,6.0,0.04368833,1.0,0.33333334,-0.6333333,-0.26666668,0.25009075,5.0,2.0528564,0.0,0.0,0.7853982,1.1851195,0.7173227,1.202017
382,-0.008207851,-0.23765524,1.3683599,4.0,0.15571423,-1.1538808,0.8965517,5.0,0.020576132,6.0,0.05343862,1.0,0.33333334,-0.7,-0.06666667,0.25473267,5.0,1.9142206,0.0,0.0,0.7853982,1.1704834,0.6909958,1.2166451
383,-0.0014918045,-0.23086014,1.375493,4.0,0.13575234,-1.143076,0.8965517,4.0,0.03292181,6.0,0.040055547,1.0,0.33333334,-0.76666665,-0.13333334,0.25110045,5.0,1.9298767,0.0,0.0,0.7853982,1.0356472,0.6828254,1.2170644
384,0.028346684,-0.2010375,1.3359268,4.0,0.16473821,-1.1444216,0.8965517,4.0,0.020576132,6.0,0.02448926,1.0,0.33333334,-0.8333333,-0.2,0.21798095,5.0,2.0411394,0.0,0.0,0.7853982,0.95622945,0.6465124,1.2169803
385,0.025314432,-0.20363209,1.1793969,4.0,0.09934092,-1.6619825,0.8965517,4.0,0.020408163,6.0,0.05774483,1.0,0.5,-0.9,-0.26666668,0.20916267,5.0,2.1274157,0.0,0.0,0.7853982,0.8578332,0.6501437,1.2193068
386,0.15744193,-0.12567729,0.7209108,3.0,0.07961316,-3.1573074,0.8965517,6.0,0.03292181,6.0,0.022681307,1.0,0.33333334,0.16666667,-0.33333334,0.12112499,4.0,2.1274157,0.0,0.0,1.1780972,0.89966834,0.52577174,0.98600173
387,-0.17280142,0.4400577,0.9904983,3.0,0.3596379,-0.7477708,0.9655172,6.0,0.024691358,6.0,0.09722933,1.0,0.33333334,0.2,-0.4,0.20976438,3.0,2.1274157,0.0,0.0,0.9817477,1.1692775,0.379612,0.6199215
388,-0.17733577,0.23156232,0.9892739,3.0,0.31571123,-0.749368,0.9655172,6.0,0.049382716,6.0,0.095562205,1.0,0.33333334,0.13333334,-0.46666667,0.20352356,3.0,2.1069856,0.0,0.0,0.9817477,1.1491121,0.38233548,0.6194283
389,-0.17266358,0.23558326,0.95826596,3.0,0.24912067,-0.51487964,0.9655172,6.0,0.03292181,6.0,0.09780566,1.0,0.33333334,0.06666667,-0.53333336,0.1996916,3.0,2.1361284,0.0,0.0,0.9817477,1.1471331,0.379612,0.6204164
390,-0.23147479,0.2078548,0.7997824,3.0,0.18650658,-0.6465001,0.9655172,6.0,0.044217687,7.0,0.12508084,1.0,0.5,0.033333335,0.33333334,0.15105446,3.0,2.1361284,0.0,0.0,0.9817477,1.1586978,0.40593892,0.5765217
391,0.2952062,0.11224903,0.7550433,3.0,0.27579623,-1.0467547,0.9655172,6.0,0.015306123,6.0,0.11010071,1.0,0.5,-0.033333335,0.33333334,0.09670791,3.0,2.1117594,0.0,0.0,0.9817477,1.2174804,0.44769883,0.5135619
392,0.2224475,0.03826092,0.7564135,3.0,0.27579623,-1.0926912,0.9655172,6.0,0.040816326,6.0,0.112553656,1.0,0.5,0.06666667,0.26666668,0.06310908,3.0,2.1658885,0.0,0.0,0.9817477,1.2638099,0.48582748,0.510134
393,-0.17275745,-0.34717602,0.78954405,3.0,0.27683207,-0.8608877,0.9655172,6.0,0.011904762,7.0,0.11254236,1.0,0.5,0.06666667,0.2,0.060778376,3.0,2.0976553,0.0,0.0,0.9817477,1.2518517,0.5166935,0.54651046
394,-0.4808832,-0.30433518,0.7940541,3.0,0.22732158,-1.1394082,0.9655172,6.0,0.06122449,7.0,0.12919,1.0,0.5,0.2,0.16666667,0.06596016,3.0,2.1454587,0.0,0.0,0.9817477,1.2742474,0.49127442,0.53991866
395,-0.28840664,-0.28840664,0.78923047,3.0,0.21446072,-1.1712781,0.9655172,6.0,0.010204081,7.0,0.11544769,4.0,0.5,0.13333334,0.13333334,0.077852435,3.0,2.136746,0.0,0.0,1.1780972,1.30921,0.45859274,0.5980675
396,-0.23549087,-0.4430172,0.8988989,3.0,0.22609417,-1.00788,0.9655172,6.0,0.06632653,7.0,0.11470499,1.0,0.5,0.06666667,0.3,0.113578334,3.0,2.1274157,0.0,0.0,0.9817477,1.2836901,0.43135798,0.61680484
397,-0.20979358,-0.41240248,0.9714909,3.0,0.26680604,-0.96750796,0.9655172,6.0,0.015306123,7.0,0.11546934,1.0,0.5,0.0,0.53333336,0.14470989,3.0,2.118703,0.0,0.0,0.9817477,1.2218398,0.41864845,0.63177514
398,-0.24912502,-0.44319478,0.8401748,3.0,0.23508437,0.020382438,0.9655172,6.0,0.06122449,6.0,0.08256804,1.0,0.5,0.13333334,0.46666667,0.09606964,3.0,2.136746,0.0,0.0,0.9817477,1.3016552,0.45042232,0.6595734
399,-0.29812053,1.3907856,0.92169946,3.0,0.23594916,-0.03510376,0.9310345,6.0,0.011904762,6.0,0.10678153,1.0,0.5,0.3,0.4,0.100261755,3.0,2.1069856,0.0,0.0,0.9817477,1.3074523,0.48945877,0.6821156
400,-0.26797837,1.4408888,0.8635958,3.0,0.24066822,-0.18054076,0.9655172,6.0,0.025510205,6.0,0.07949197,1.0,0.5,0.26666668,0.33333334,0.070794605,3.0,2.136746,0.0,0.0,0.9817477,1.3095876,0.46676314,0.67414796
401,-0.18780443,0.08478819,0.8548989,3.0,0.23555277,-0.16697267,0.9655172,6.0,0.035714287,5.0,0.08557837,1.0,0.5,0.43333334,0.43333334,0.023795666,3.0,2.1069856,0.0,0.0,0.9817477,1.3905548,0.40957022,0.65740794
402,-0.11453256,0.07324758,0.8948954,3.0,0.21639693,-0.14977393,0.9310345,6.0,0.035714287,6.0,0.077282116,1.0,0.5,0.36666667,0.53333336,0.020954536,4.0,2.0796123,0.0,0.0,0.9817477,1.3777394,0.364179,0.68166554
403,-0.091037445,0.09499562,0.93742496,3.0,0.2001817,-0.1331614,0.9655172,6.0,0.020408163,5.0,0.08395947,1.0,0.5,0.3,0.5,0.027088234,5.0,2.0615692,0.0,0.0,0.9817477,1.3637052,0.34874597,0.68806726
404,-0.8036435,0.11760638,0.9557944,3.0,0.24002875,-0.13393527,0.9310345,5.0,0.025510205,5.0,0.083580546,1.0,0.5,0.23333333,0.46666667,0.033491332,5.0,2.0401392,0.0,0.0,0.9817477,1.3511863,0.33240512,0.694726
405,-0.7711965,-0.033984922,0.9641485,3.0,0.21184893,-0.13354543,0.9310345,4.0,0.018707482,5.0,0.082265936,1.0,0.5,0.16666667,0.4,0.037027244,5.0,2.024483,0.0,0.0,0.9817477,1.3540031,0.30970952,0.69452655
406,-0.7470767,-0.19363809,0.96260375,3.0,0.2133532,-0.13389018,0.9310345,4.0,0.015306123,6.0,0.06750669,1.0,0.5,0.083333336,0.33333334,0.040094987,5.0,2.0581822,0.0,0.0,0.9817477,1.331243,0.29246086,0.69386154
407,-0.3545434,-0.16939294,0.9500701,3.0,0.23117584,-0.13579473,0.9310345,4.0,0.008503402,6.0,0.056830376,1.0,0.5,0.0,0.3,0.04223376,5.0,2.0762253,0.0,0.0,0.9817477,1.2875172,0.27521217,0.6913473
408,-0.28180045,-0.09953501,0.87919974,3.0,0.2846628,-0.20871198,0.9310345,5.0,0.020408163,6.0,0.056802277,1.0,0.5,-0.033333335,0.26666668,0.06485065,5.0,2.1454587,0.0,0.0,0.9817477,1.2610235,0.2280053,0.70229036
409,-0.18583511,0.004039904,1.0831332,3.0,0.30839777,0.5109322,1.0,5.0,0.0051020407,6.0,0.07217311,1.0,0.5,-0.06666667,0.33333334,0.15258603,5.0,2.1156983,0.0,0.0,0.9817477,1.3065991,0.15537934,0.6741448
410,-0.20081781,-0.0094981305,1.0946678,3.0,0.3563009,0.5434257,1.0,5.0,0.0051020407,6.0,0.07160775,1.0,0.5,-0.13333334,0.43333334,0.15292268,5.0,2.1156983,0.0,0.0,0.9817477,1.2988529,0.16445759,0.6690543
411,0.11160069,-0.073525146,0.9908877,3.0,0.33450177,0.6981678,0.8965517,5.0,0.015306123,6.0,0.08874237,1.0,1.0,-0.033333335,0.4,0.115128525,5.0,2.1244113,0.0,0.0,0.9817477,1.3388128,0.208941,0.69143915
412,0.052318927,-0.13210526,1.0812055,3.0,0.359741,0.6254215,0.8965517,5.0,0.010204081,6.0,0.092151545,1.0,1.0,-0.1,0.33333334,0.14380312,5.0,2.0732865,0.0,0.0,0.9817477,1.2937969,0.2497931,0.69406974
