product_id,store_id,seed,metric,threshold,window_size,enable_edges,enable_second_degree,rmse,mae,bias,r2_score,pocid,best_epoch,train_time_s
213626,6269,42,spearman,0.88,15,True,False,20.749553745899014,13.846428548034869,-0.0720553825560369,0.23045462985460963,0.6225165562913907,86,15.44
213626,6269,42,spearman,0.91,15,True,False,20.50184434158701,13.58676896754064,2.304985076189041,0.2487187129740378,0.6423841059602649,94,17.12
911753,6269,42,spearman,0.75,15,True,False,27.797773225925745,19.703771829899203,0.021966963712322086,0.44012266172602477,0.7152317880794702,65,18.21
911753,6269,42,spearman,0.82,15,True,False,27.8289134211752,18.391232460639195,-5.466771907418182,0.43886756441936314,0.6887417218543046,26,12.49
911753,6269,42,spearman,0.85,15,True,False,28.596332047791424,18.377462471982366,-4.930941350758076,0.4074929304993784,0.7019867549668874,24,11.67
911753,6269,42,spearman,0.88,15,True,False,27.22579784341736,18.279149218315357,-1.5045094626318467,0.4629260291196491,0.6887417218543046,37,11.5
911753,6269,42,spearman,0.91,15,True,False,30.393918756049302,20.419147087163047,-6.896359874229682,0.33066078430032053,0.7086092715231788,31,9.99
26008,6269,42,spearman,0.75,15,True,False,45.413921634345336,22.67023861790566,-12.652645498220073,0.35904176368053997,0.6821192052980133,32,15.59
26008,6269,42,spearman,0.82,15,True,False,43.02655318459265,21.049682586796973,-6.41560039414387,0.42465964986159954,0.6887417218543046,25,12.26
26008,6269,42,spearman,0.85,15,True,False,48.34820403926094,24.948945278105768,-12.06898947226766,0.2735388185319477,0.6556291390728477,14,10.8
26008,6269,42,spearman,0.88,15,True,False,47.97315021011539,24.876178949090995,-13.989219816107498,0.2847659266245449,0.6291390728476821,12,10.28
26008,6269,42,spearman,0.91,15,True,False,50.30088709927497,27.243835361674428,-17.322029574431088,0.21367332498825586,0.6688741721854304,12,9.77
907969,6269,42,spearman,0.75,15,True,False,48.601372552961195,32.367761241076025,-14.86453805834447,0.23627807293595382,0.7284768211920529,25,15.31
907969,6269,42,spearman,0.82,15,True,False,52.10397010709826,34.46417183958386,-21.443050351778144,0.122231840540165,0.7284768211920529,15,11.54
907969,6269,42,spearman,0.85,15,True,False,50.3862285983584,33.51992335072473,-19.76399810278886,0.17915360272502567,0.7483443708609272,24,11.67
907969,6269,42,spearman,0.88,15,True,False,44.77216130941819,30.16950542940513,-14.64734732487092,0.35188166055201064,0.7483443708609272,63,13.94
907969,6269,42,spearman,0.91,15,True,False,53.00249914703137,35.50837867589373,-19.128755720038164,0.09169671173593397,0.7152317880794702,8,11.95
