source,target,weight
26372,545602,0.016198527067899704
6032,500057,0.01599862612783909
915640,26002,0.015961771830916405
904144,582893,0.015681017190217972
933457,907969,0.015669086948037148
48375,26002,0.015619317069649696
900087600,26076,0.015193086117506027
151828,48369,0.015171129256486893
26002,500057,0.015158423222601414
213628,213631,0.015151437371969223
900087600,213642,0.015080146491527557
900087600,500056,0.015075827948749065
213631,680152,0.014979826286435127
26002,6032,0.014671772718429565
18568,6032,0.01445411890745163
606230,587317,0.014432325027883053
26220,915640,0.014398331753909588
151821,25032,0.01434959564357996
606230,545602,0.014269024133682251
545602,587317,0.014221865683794022
680152,26924,0.014171472750604153
933457,915640,0.014028819277882576
26076,213633,0.014018271118402481
213630,26076,0.013999952003359795
457,915640,0.013918215408921242
912509,26220,0.013838885352015495
907970,907969,0.013738470152020454
110187,545602,0.013737631030380726
26768,48369,0.013715322129428387
213630,932812,0.013662805780768394
151821,26002,0.013652101159095764
48369,25032,0.01344628818333149
213625,26076,0.01332920789718628
916110,16920,0.013319728896021843
26768,900087600,0.013067519292235374
545598,213624,0.012968798168003559
213624,213633,0.012963633984327316
213631,26002,0.012843751348555088
26372,26076,0.01255936548113823
921558,30534,0.012475352734327316
213624,680152,0.012452805414795876
907969,26220,0.012450727634131908
26372,907969,0.01232495903968811
918537,26076,0.012295955792069435
213629,213631,0.0121726393699646
26002,545602,0.01214270107448101
26008,500057,0.012119029648602009
26768,25032,0.012083346955478191
680152,26076,0.01183332595974207
907967,26002,0.011772044003009796
213630,213627,0.011754624545574188
916110,908786,0.011698286049067974
912509,500056,0.01154439989477396
26008,6032,0.011498209089040756
26768,680152,0.011481656692922115
545602,213626,0.01140714343637228
933457,912509,0.011398098431527615
26768,500056,0.01139241922646761
500056,911753,0.011360430158674717
1325,26924,0.011331314221024513
538923,26220,0.011285749264061451
26008,16920,0.011158469133079052
933442,213642,0.011155015788972378
110187,916110,0.011147165670990944
151821,26220,0.011001354083418846
151821,213627,0.010964511893689632
911753,26220,0.010884100571274757
907970,213628,0.010872475802898407
18568,48375,0.010749466717243195
921558,900087600,0.010697156190872192
25032,907967,0.01067186426371336
900087600,213633,0.010627839714288712
606214,933442,0.010534030385315418
915640,457,0.010525163263082504
545598,213630,0.01049527246505022
26002,911753,0.010394146665930748
545597,908786,0.01038630586117506
936693,933442,0.010319864377379417
26220,907967,0.010290557518601418
912509,213628,0.010238825343549252
606214,545598,0.010165665298700333
26924,213631,0.009996744804084301
932812,908786,0.009991438128054142
918537,545602,0.009778575971722603
911753,500056,0.009762337431311607
26768,538923,0.009745342656970024
904144,26076,0.00971907377243042
213630,500057,0.00963751133531332
26924,26002,0.00954447127878666
907967,6032,0.009539500810205936
933442,908786,0.009456767700612545
13544,30534,0.009382708929479122
919137,908786,0.009344796650111675
26220,26002,0.009335610084235668
213636,213626,0.009230906143784523
48375,680152,0.009172777645289898
907967,213631,0.009156410582363605
500057,545602,0.009075650945305824
933457,213628,0.009065652266144753
213633,26372,0.009057699702680111
606214,26220,0.009025261737406254
26002,915640,0.00902373343706131
26372,500057,0.008982660248875618
933457,213633,0.008861108683049679
213628,26924,0.008854556828737259
911753,587317,0.008852026425302029
