product_id,store_id,seed,metric,window_size,step_size,threshold,percentile,enable_edges,enable_second_degree,ablate_z,rmse,mae,bias,r2_score,pocid,train_time,inference_time,total_time
921558,6269,42,spearman,15,1,0.85,,True,False,False,5.594575190448609,4.299624848209954,-2.021189159817166,4.3774910972310845,0.4934210526315789,53.02465486526489,0.25002074241638184,53.274675607681274
921558,6269,42,spearman,15,1,0.88,,True,False,False,5.4459943724675295,4.196951548258464,-1.633430156832427,4.180592612506488,0.5131578947368421,49.78128623962402,0.21897149085998535,50.00025773048401
921558,6269,42,spearman,15,1,0.91,,True,False,False,6.150149884619033,4.82623391369589,-1.3067168753131542,4.6083126395617775,0.4868421052631579,58.61192798614502,0.22496795654296875,58.83689594268799
907967,6269,42,spearman,15,1,0.75,,True,False,True,21.151783626450502,15.657315073449627,7.993523790945415,16.48860152932401,0.6776315789473685,33.1446328163147,0.12598395347595215,33.27061676979065
907967,6269,42,spearman,15,1,0.75,,True,False,False,22.589625299163107,16.383626601275274,3.1803182963452308,16.18579887398668,0.5657894736842105,313.8152413368225,0.37095117568969727,314.1861925125122
907967,6269,42,spearman,15,1,0.82,,True,False,False,22.188406345420606,15.975777195949181,1.8100747251822278,15.540666152993156,0.5855263157894737,96.56731224060059,0.25096726417541504,96.818279504776
907967,6269,42,spearman,15,1,0.85,,True,False,False,23.538609090487387,17.41540699379117,7.742516336877362,18.058785377910826,0.6118421052631579,76.5785825252533,0.23296904563903809,76.81155157089233
907967,6269,42,spearman,15,1,0.88,,True,False,False,23.155905744347276,16.87046218074225,6.738066006330103,17.480084918941728,0.5789473684210527,57.61060166358948,0.24196767807006836,57.852569341659546
907967,6269,42,spearman,15,1,0.91,,True,False,False,22.751838772729215,16.398064282984514,5.374778872221903,16.81913017516621,0.5921052631578947,53.42963981628418,0.23596882820129395,53.665608644485474
919137,6269,42,spearman,15,1,0.75,,True,False,True,16.025014034363103,11.224902881905923,1.9405432553852306,11.303868551504339,0.5921052631578947,88.73830461502075,0.11998605728149414,88.85829067230225
919137,6269,42,spearman,15,1,0.75,,True,False,False,22.669704627053196,13.504017254885506,-3.8375323504404304,15.670239714858083,0.506578947368421,557.4677047729492,0.5109515190124512,557.9786562919617
919137,6269,42,spearman,15,1,0.82,,True,False,False,21.72775209625602,14.426088202233409,4.207148165484659,15.522185140057527,0.5131578947368421,217.64961767196655,0.2829732894897461,217.9325909614563
919137,6269,42,spearman,15,1,0.85,,True,False,False,20.949888765672554,13.462470126307867,3.0797014516942642,14.610487277336809,0.4934210526315789,134.53148818016052,0.25597476959228516,134.7874629497528
919137,6269,42,spearman,15,1,0.88,,True,False,False,20.664131726243845,13.574419054330564,3.8916140241560595,14.698574132743579,0.5394736842105263,112.00988388061523,0.2379763126373291,112.24786019325256
