product_id,best_overall_model,is_hybrid,best_model_seed,best_model_rmse,best_model_mae,best_model_bias,best_model_pocid,lstm_baseline_mae,lstm_baseline_seed,graph2vec_lstm_mae,graph2vec_lstm_seed,gcn_lstm_mae,gcn_lstm_seed,gat_lstm_mae,gat_lstm_seed,mlp_baseline_mae,mlp_baseline_seed,graph2vec_mlp_mae,graph2vec_mlp_seed,gcn_mlp_mae,gcn_mlp_seed,gat_mlp_mae,gat_mlp_seed
26076,gcn_lstm,True,555555,11.230395689912458,8.557752401221032,0.0292664283241321,0.4144736842105263,10.079150891771503,23616558,10.95746299468614,23616558,8.557752401221032,555555,9.99418029130674,907969,9.948976342195,1000,8.779224271088644,907969,8.971375141268462,26008,9.262344497481203,618626816
26220,lstm_baseline,False,26008,40.27590433085287,23.85661927079843,-8.354009195090898,0.625,23.85661927079843,26008,29.863743015364104,23616558,29.30094929614098,907969,28.79474852209777,26008,25.109178477642583,42,31.841129826564416,555555,30.955155528448767,23616558,28.56620976815816,13451285
26372,gat_lstm,True,213626,27.81659182322816,19.38548804887759,-3.040660384433721,0.3355263157894737,22.309378031811683,26008,22.27227343141643,907969,20.323653694850947,618626816,19.38548804887759,213626,21.384811762890784,555555,21.892558689990075,907969,20.086740711935207,555555,20.412309534409463,23616558
26768,lstm_baseline,False,907969,24.000668652712104,16.020840116575652,-2.494905255199258,0.6118421052631579,16.020840116575652,907969,18.153523898592184,13451285,16.82960944783454,213626,16.383026478337307,618626816,19.236042864182416,555555,19.73617166008045,5219788,21.60162413354013,1000,22.143318462995143,618626816
26924,lstm_baseline,False,23616558,14.221297193469866,10.634202458500082,4.6454208349090775,0.6118421052631579,10.634202458500082,23616558,10.710778119517308,5219788,12.205893186182758,13451285,13.378975400737689,26008,12.918861102434544,213626,15.1131287119747,42,15.66948287315618,213626,10.679933815999748,213626
30534,graph2vec_lstm,True,5219788,12.04630961798733,9.555950829016616,2.316383610753452,0.5789473684210527,9.621150515437906,555555,9.555950829016616,5219788,10.431235684288872,1000,10.184752492343678,23616558,10.018649327209571,5219788,10.653406343428918,42,10.333646933237713,213626,10.584937874787771,907969
48369,mlp_baseline,False,13451285,10.84095034556438,7.806243485095454,-1.1369669795815462,0.5394736842105263,8.638360902374865,213626,10.577379020016178,5219788,9.18941712661896,1000,9.769235952227724,907969,7.806243485095454,13451285,7.871791028314167,26008,8.257386506772509,618626816,8.125867157979728,13451285
48375,mlp_baseline,False,23616558,14.218470682182282,10.282685896929571,-1.671009462643293,0.506578947368421,11.7062820780511,23616558,11.96803374695622,23616558,11.999785069546668,42,11.373628530626982,907969,10.282685896929571,23616558,10.437679998625338,13451285,10.298134919085534,213626,10.435865819843766,5219788
110187,lstm_baseline,False,555555,43.71141185561787,33.79918872608858,7.165918013628791,0.7039473684210527,33.79918872608858,555555,36.57552372552211,213626,40.89312170689402,213626,39.24058602526297,42,35.13944633334291,555555,34.7877117481107,13451285,36.3427028282016,907969,35.49351656047347,1000
151815,gat_lstm,True,907969,11.547658094303737,8.264751883114085,-0.7892953461291743,0.6381578947368421,9.096820469775231,42,8.92716542412253,13451285,8.577539456436057,13451285,8.264751883114085,907969,8.931616440317988,213626,9.179210731406616,13451285,8.726072548261655,23616558,9.475391412872115,1000
151821,lstm_baseline,False,26008,9.509199245620454,7.366218111873452,2.088977196637322,0.5789473684210527,7.366218111873452,26008,7.421328002331304,5219788,7.515654037201327,23616558,7.387846282884186,26008,8.235765407287996,42,8.195819624109205,907969,7.971155995636984,555555,7.665334520776287,1000
