product_id,baseline,baseline_mae,baseline_seed,graph2vec_lstm_mae,graph2vec_lstm_seed,graph2vec_lstm_pct_improvement,gcn_lstm_mae,gcn_lstm_seed,gcn_lstm_pct_improvement,gat_lstm_mae,gat_lstm_seed,gat_lstm_pct_improvement,best_hybrid,best_hybrid_mae,best_hybrid_beats_baseline,best_hybrid_pct_improvement
908786,lstm_baseline,12.574966286327324,26008,10.927685622296302,5219788,13.099682548032748,11.42007721794976,1000,9.184033118508372,11.985636165718628,555555,4.6865343985015,graph2vec_lstm,10.927685622296302,True,13.099682548032748
911753,lstm_baseline,17.88097623438617,618626816,19.78828160903033,618626816,-10.666673618056151,19.468554777257584,907969,-8.878589860314255,21.281485389260684,907969,-19.017469238257434,gcn_lstm,19.468554777257584,False,-8.878589860314255
912509,lstm_baseline,7.935670248823228,555555,8.760827553817649,213626,-10.398079546170438,8.484384733087877,5219788,-6.914532321274533,8.765502111584533,5219788,-10.45698519144442,gcn_lstm,8.484384733087877,False,-6.914532321274533
915640,lstm_baseline,8.520186280892565,26008,7.134472903083353,555555,16.263885930719894,7.175342235689849,213626,15.784209415921739,7.048558490728241,213626,17.27224900545435,gat_lstm,7.048558490728241,True,17.27224900545435
916110,lstm_baseline,6.4066863215826695,1000,6.50232208476347,5219788,-1.4927492681922911,6.5294148937549465,42,-1.915632606497877,6.523371291316413,907969,-1.821299871364986,graph2vec_lstm,6.50232208476347,False,-1.4927492681922911
918537,lstm_baseline,7.619524385414872,23616558,7.718525431514565,5219788,-1.2993074251353396,8.033881405599756,23616558,-5.4380955979094585,7.995068388047561,213626,-4.928706617850682,graph2vec_lstm,7.718525431514565,False,-1.2993074251353396
919137,lstm_baseline,14.90055376778241,618626816,15.980492919099095,42,-7.247644404006656,14.83023362689548,907969,0.4719297147128555,14.993214458032371,26008,-0.6218607153400516,gcn_lstm,14.83023362689548,True,0.4719297147128555
921558,lstm_baseline,4.521470811631945,213626,4.241844096214943,1000,6.184419341990074,4.168697787266152,5219788,7.80217409472706,4.203872512368595,555555,7.024225357073973,gcn_lstm,4.168697787266152,True,7.80217409472706
932812,lstm_baseline,10.816921869913736,23616558,10.298698525023616,42,4.790857797831663,10.717074886646149,42,0.923062812770265,11.197947308908102,23616558,-3.5224941399840595,graph2vec_lstm,10.298698525023616,True,4.790857797831663
933442,lstm_baseline,13.744021997537487,13451285,14.324408263941995,42,-4.22282696075789,14.661476023056927,907969,-6.675295089631114,14.80268524518979,618626816,-7.702717936874545,graph2vec_lstm,14.324408263941995,False,-4.22282696075789
933457,lstm_baseline,12.429517365748586,907969,12.892365287331971,618626816,-3.7237803203753757,12.612128450979592,555555,-1.4691727752375836,12.746885449278588,618626816,-2.5533419696935162,gcn_lstm,12.612128450979592,False,-1.4691727752375836
936693,lstm_baseline,4.977462061090408,13451285,4.790714743869756,5219788,3.751858174479815,4.635816362169054,213626,6.863853400150484,4.644164029289694,13451285,6.696144093315276,gcn_lstm,4.635816362169054,True,6.863853400150484
