Step,X,Predicted_Y_Scaled,Predicted_Y_Unscaled,day_of_week_Unscaled,doy_Unscaled,is_thanksgiving_Unscaled,is_christmas_Unscaled,is_weekend_Unscaled,rolling_mean_3_Unscaled,rolling_mean_5_Unscaled,day_of_week_Scaled,doy_Scaled,is_thanksgiving_Scaled,is_christmas_Scaled,is_weekend_Scaled,rolling_mean_3_Scaled,rolling_mean_5_Scaled
25,"[[0.31609803438186646, 0.5, 0.7829670329670331, 0.0, 0.0, 0.0, 0.39975560506184893, 0.4685935020446777], [0.35864245891571045, 0.6666666666666666, 0.7857142857142858, 0.0, 0.0, 0.0, 0.41794230143229166, 0.43574209213256837], [0.4188482165336609, 0.8333333333333333, 0.7884615384615385, 0.0, 0.0, 1.0, 0.44958645502726235, 0.43163442611694336], [0.49519720673561096, 1.0, 0.7912087912087913, 0.0, 0.0, 1.0, 0.5232161204020183, 0.47622992197672526], [0.4404933452606201, 0.0, 0.793956043956044, 0.0, 0.0, 0.0, 0.5568659464518229, 0.5005555152893066], [0.320698618888855, 0.16666666666666666, 0.7967032967032968, 0.0, 0.0, 0.0, 0.5165155728658041, 0.5016903559366862], [0.34851133823394775, 0.3333333333333333, 0.7994505494505495, 0.0, 0.0, 0.0, 0.45621134440104166, 0.49919134775797525]]",0.3219214379787445,23.822186410427094,2.0,291.0,0.0,0.0,0.0,27.3726806640625,29.951480865478516,0.3333333333333333,0.7994505494505495,0.0,0.0,0.0,0.45621134440104166,0.49919134775797525
26,"[[0.35864245891571045, 0.6666666666666666, 0.7857142857142858, 0.0, 0.0, 0.0, 0.41794230143229166, 0.43574209213256837], [0.4188482165336609, 0.8333333333333333, 0.7884615384615385, 0.0, 0.0, 1.0, 0.44958645502726235, 0.43163442611694336], [0.49519720673561096, 1.0, 0.7912087912087913, 0.0, 0.0, 1.0, 0.5232161204020183, 0.47622992197672526], [0.4404933452606201, 0.0, 0.793956043956044, 0.0, 0.0, 0.0, 0.5568659464518229, 0.5005555152893066], [0.320698618888855, 0.16666666666666666, 0.7967032967032968, 0.0, 0.0, 0.0, 0.5165155728658041, 0.5016903559366862], [0.34851133823394775, 0.3333333333333333, 0.7994505494505495, 0.0, 0.0, 0.0, 0.45621134440104166, 0.49919134775797525], [0.3219214379787445, 0.5, 0.8021978021978022, 0.0, 0.0, 0.0, 0.40746510823567705, 0.47528273264567056]]",0.3636234998703003,26.90813899040222,3.0,292.0,0.0,0.0,0.0,24.447906494140625,28.516963958740234,0.5,0.8021978021978022,0.0,0.0,0.0,0.40746510823567705,0.47528273264567056
27,"[[0.4188482165336609, 0.8333333333333333, 0.7884615384615385, 0.0, 0.0, 1.0, 0.44958645502726235, 0.43163442611694336], [0.49519720673561096, 1.0, 0.7912087912087913, 0.0, 0.0, 1.0, 0.5232161204020183, 0.47622992197672526], [0.4404933452606201, 0.0, 0.793956043956044, 0.0, 0.0, 0.0, 0.5568659464518229, 0.5005555152893066], [0.320698618888855, 0.16666666666666666, 0.7967032967032968, 0.0, 0.0, 0.0, 0.5165155728658041, 0.5016903559366862], [0.34851133823394775, 0.3333333333333333, 0.7994505494505495, 0.0, 0.0, 0.0, 0.45621134440104166, 0.49919134775797525], [0.3219214379787445, 0.5, 0.8021978021978022, 0.0, 0.0, 0.0, 0.40746510823567705, 0.47528273264567056], [0.3636234998703003, 0.6666666666666666, 0.804945054945055, 0.0, 0.0, 0.0, 0.42511199315389, 0.4428279240926107]]",0.4225536286830902,31.268968522548676,4.0,293.0,0.0,0.0,0.0,25.5067195892334,26.56967544555664,0.6666666666666666,0.804945054945055,0.0,0.0,0.0,0.42511199315389,0.4428279240926107
28,"[[0.49519720673561096, 1.0, 0.7912087912087913, 0.0, 0.0, 1.0, 0.5232161204020183, 0.47622992197672526], [0.4404933452606201, 0.0, 0.793956043956044, 0.0, 0.0, 0.0, 0.5568659464518229, 0.5005555152893066], [0.320698618888855, 0.16666666666666666, 0.7967032967032968, 0.0, 0.0, 0.0, 0.5165155728658041, 0.5016903559366862], [0.34851133823394775, 0.3333333333333333, 0.7994505494505495, 0.0, 0.0, 0.0, 0.45621134440104166, 0.49919134775797525], [0.3219214379787445, 0.5, 0.8021978021978022, 0.0, 0.0, 0.0, 0.40746510823567705, 0.47528273264567056], [0.3636234998703003, 0.6666666666666666, 0.804945054945055, 0.0, 0.0, 0.0, 0.42511199315389, 0.4428279240926107], [0.4225536286830902, 0.8333333333333333, 0.8076923076923077, 0.0, 0.0, 1.0, 0.4555516242980957, 0.43840274810791013]]",0.49887749552726746,36.91693466901779,5.0,294.0,0.0,0.0,1.0,27.333097457885742,26.30416488647461,0.8333333333333333,0.8076923076923077,0.0,0.0,1.0,0.4555516242980957,0.43840274810791013
29,"[[0.4404933452606201, 0.0, 0.793956043956044, 0.0, 0.0, 0.0, 0.5568659464518229, 0.5005555152893066], [0.320698618888855, 0.16666666666666666, 0.7967032967032968, 0.0, 0.0, 0.0, 0.5165155728658041, 0.5016903559366862], [0.34851133823394775, 0.3333333333333333, 0.7994505494505495, 0.0, 0.0, 0.0, 0.45621134440104166, 0.49919134775797525], [0.3219214379787445, 0.5, 0.8021978021978022, 0.0, 0.0, 0.0, 0.40746510823567705, 0.47528273264567056], [0.3636234998703003, 0.6666666666666666, 0.804945054945055, 0.0, 0.0, 0.0, 0.42511199315389, 0.4428279240926107], [0.4225536286830902, 0.8333333333333333, 0.8076923076923077, 0.0, 0.0, 1.0, 0.4555516242980957, 0.43840274810791013], [0.49887749552726746, 1.0, 0.8104395604395606, 0.0, 0.0, 1.0, 0.5283002217610677, 0.48235352834065753]]",0.4455210864543915,32.96856039762497,6.0,295.0,0.0,0.0,1.0,31.698013305664062,28.941211700439453,1.0,0.8104395604395606,0.0,0.0,1.0,0.5283002217610677,0.48235352834065753
30,"[[0.320698618888855, 0.16666666666666666, 0.7967032967032968, 0.0, 0.0, 0.0, 0.5165155728658041, 0.5016903559366862], [0.34851133823394775, 0.3333333333333333, 0.7994505494505495, 0.0, 0.0, 0.0, 0.45621134440104166, 0.49919134775797525], [0.3219214379787445, 0.5, 0.8021978021978022, 0.0, 0.0, 0.0, 0.40746510823567705, 0.47528273264567056], [0.3636234998703003, 0.6666666666666666, 0.804945054945055, 0.0, 0.0, 0.0, 0.42511199315389, 0.4428279240926107], [0.4225536286830902, 0.8333333333333333, 0.8076923076923077, 0.0, 0.0, 1.0, 0.4555516242980957, 0.43840274810791013], [0.49887749552726746, 1.0, 0.8104395604395606, 0.0, 0.0, 1.0, 0.5283002217610677, 0.48235352834065753], [0.4455210864543915, 0.0, 0.8131868131868133, 0.0, 0.0, 0.0, 0.561969248453776, 0.506282647450765]]",0.3270195722579956,24.199448347091675,0.0,296.0,0.0,0.0,0.0,33.71815490722656,30.376958847045902,0.0,0.8131868131868133,0.0,0.0,0.0,0.561969248453776,0.506282647450765
31,"[[0.34851133823394775, 0.3333333333333333, 0.7994505494505495, 0.0, 0.0, 0.0, 0.45621134440104166, 0.49919134775797525], [0.3219214379787445, 0.5, 0.8021978021978022, 0.0, 0.0, 0.0, 0.40746510823567705, 0.47528273264567056], [0.3636234998703003, 0.6666666666666666, 0.804945054945055, 0.0, 0.0, 0.0, 0.42511199315389, 0.4428279240926107], [0.4225536286830902, 0.8333333333333333, 0.8076923076923077, 0.0, 0.0, 1.0, 0.4555516242980957, 0.43840274810791013], [0.49887749552726746, 1.0, 0.8104395604395606, 0.0, 0.0, 1.0, 0.5283002217610677, 0.48235352834065753], [0.4455210864543915, 0.0, 0.8131868131868133, 0.0, 0.0, 0.0, 0.561969248453776, 0.506282647450765], [0.3270195722579956, 0.16666666666666666, 0.815934065934066, 0.0, 0.0, 0.0, 0.5226941426595052, 0.5075401306152344]]",0.35518836975097656,26.283939361572266,1.0,297.0,0.0,0.0,0.0,31.361648559570312,30.452407836914062,0.16666666666666666,0.815934065934066,0.0,0.0,0.0,0.5226941426595052,0.5075401306152344
32,"[[0.3219214379787445, 0.5, 0.8021978021978022, 0.0, 0.0, 0.0, 0.40746510823567705, 0.47528273264567056], [0.3636234998703003, 0.6666666666666666, 0.804945054945055, 0.0, 0.0, 0.0, 0.42511199315389, 0.4428279240926107], [0.4225536286830902, 0.8333333333333333, 0.8076923076923077, 0.0, 0.0, 1.0, 0.4555516242980957, 0.43840274810791013], [0.49887749552726746, 1.0, 0.8104395604395606, 0.0, 0.0, 1.0, 0.5283002217610677, 0.48235352834065753], [0.4455210864543915, 0.0, 0.8131868131868133, 0.0, 0.0, 0.0, 0.561969248453776, 0.506282647450765], [0.3270195722579956, 0.16666666666666666, 0.815934065934066, 0.0, 0.0, 0.0, 0.5226941426595052, 0.5075401306152344], [0.35518836975097656, 0.3333333333333333, 0.8186813186813188, 0.0, 0.0, 0.0, 0.4636219342549642, 0.5054594993591308]]",0.32783305644989014,24.25964617729187,2.0,298.0,0.0,0.0,0.0,27.81731605529785,30.327569961547848,0.3333333333333333,0.8186813186813188,0.0,0.0,0.0,0.4636219342549642,0.5054594993591308
33,"[[0.3636234998703003, 0.6666666666666666, 0.804945054945055, 0.0, 0.0, 0.0, 0.42511199315389, 0.4428279240926107], [0.4225536286830902, 0.8333333333333333, 0.8076923076923077, 0.0, 0.0, 1.0, 0.4555516242980957, 0.43840274810791013], [0.49887749552726746, 1.0, 0.8104395604395606, 0.0, 0.0, 1.0, 0.5283002217610677, 0.48235352834065753], [0.4455210864543915, 0.0, 0.8131868131868133, 0.0, 0.0, 0.0, 0.561969248453776, 0.506282647450765], [0.3270195722579956, 0.16666666666666666, 0.815934065934066, 0.0, 0.0, 0.0, 0.5226941426595052, 0.5075401306152344], [0.35518836975097656, 0.3333333333333333, 0.8186813186813188, 0.0, 0.0, 0.0, 0.4636219342549642, 0.5054594993591308], [0.32783305644989014, 0.5, 0.8214285714285715, 0.0, 0.0, 0.0, 0.4152390797932943, 0.48209508260091144]]",0.36871322989463806,27.284779012203217,3.0,299.0,0.0,0.0,0.0,24.914344787597656,28.925704956054688,0.5,0.8214285714285715,0.0,0.0,0.0,0.4152390797932943,0.48209508260091144
34,"[[0.4225536286830902, 0.8333333333333333, 0.8076923076923077, 0.0, 0.0, 1.0, 0.4555516242980957, 0.43840274810791013], [0.49887749552726746, 1.0, 0.8104395604395606, 0.0, 0.0, 1.0, 0.5283002217610677, 0.48235352834065753], [0.4455210864543915, 0.0, 0.8131868131868133, 0.0, 0.0, 0.0, 0.561969248453776, 0.506282647450765], [0.3270195722579956, 0.16666666666666666, 0.815934065934066, 0.0, 0.0, 0.0, 0.5226941426595052, 0.5075401306152344], [0.35518836975097656, 0.3333333333333333, 0.8186813186813188, 0.0, 0.0, 0.0, 0.4636219342549642, 0.5054594993591308], [0.32783305644989014, 0.5, 0.8214285714285715, 0.0, 0.0, 0.0, 0.4152390797932943, 0.48209508260091144], [0.36871322989463806, 0.6666666666666666, 0.8241758241758242, 0.0, 0.0, 0.0, 0.43237981796264646, 0.44998788833618164]]",0.426379919052124,31.552114009857178,4.0,300.0,0.0,0.0,0.0,25.94278907775879,26.9992733001709,0.6666666666666666,0.8241758241758242,0.0,0.0,0.0,0.43237981796264646,0.44998788833618164
35,"[[0.49887749552726746, 1.0, 0.8104395604395606, 0.0, 0.0, 1.0, 0.5283002217610677, 0.48235352834065753], [0.4455210864543915, 0.0, 0.8131868131868133, 0.0, 0.0, 0.0, 0.561969248453776, 0.506282647450765], [0.3270195722579956, 0.16666666666666666, 0.815934065934066, 0.0, 0.0, 0.0, 0.5226941426595052, 0.5075401306152344], [0.35518836975097656, 0.3333333333333333, 0.8186813186813188, 0.0, 0.0, 0.0, 0.4636219342549642, 0.5054594993591308], [0.32783305644989014, 0.5, 0.8214285714285715, 0.0, 0.0, 0.0, 0.4152390797932943, 0.48209508260091144], [0.36871322989463806, 0.6666666666666666, 0.8241758241758242, 0.0, 0.0, 0.0, 0.43237981796264646, 0.44998788833618164], [0.426379919052124, 0.8333333333333333, 0.826923076923077, 0.0, 0.0, 1.0, 0.4616474469502767, 0.4452664057413737]]",0.5027176141738892,37.2011034488678,5.0,301.0,0.0,0.0,1.0,27.6988468170166,26.715984344482422,0.8333333333333333,0.826923076923077,0.0,0.0,1.0,0.4616474469502767,0.4452664057413737
36,"[[0.4455210864543915, 0.0, 0.8131868131868133, 0.0, 0.0, 0.0, 0.561969248453776, 0.506282647450765], [0.3270195722579956, 0.16666666666666666, 0.815934065934066, 0.0, 0.0, 0.0, 0.5226941426595052, 0.5075401306152344], [0.35518836975097656, 0.3333333333333333, 0.8186813186813188, 0.0, 0.0, 0.0, 0.4636219342549642, 0.5054594993591308], [0.32783305644989014, 0.5, 0.8214285714285715, 0.0, 0.0, 0.0, 0.4152390797932943, 0.48209508260091144], [0.36871322989463806, 0.6666666666666666, 0.8241758241758242, 0.0, 0.0, 0.0, 0.43237981796264646, 0.44998788833618164], [0.426379919052124, 0.8333333333333333, 0.826923076923077, 0.0, 0.0, 1.0, 0.4616474469502767, 0.4452664057413737], [0.5027176141738892, 1.0, 0.8296703296703297, 0.0, 0.0, 1.0, 0.533544413248698, 0.48860530853271483]]",0.4507175385951996,33.35309785604477,6.0,302.0,0.0,0.0,1.0,32.012664794921875,29.31631851196289,1.0,0.8296703296703297,0.0,0.0,1.0,0.533544413248698,0.48860530853271483
37,"[[0.3270195722579956, 0.16666666666666666, 0.815934065934066, 0.0, 0.0, 0.0, 0.5226941426595052, 0.5075401306152344], [0.35518836975097656, 0.3333333333333333, 0.8186813186813188, 0.0, 0.0, 0.0, 0.4636219342549642, 0.5054594993591308], [0.32783305644989014, 0.5, 0.8214285714285715, 0.0, 0.0, 0.0, 0.4152390797932943, 0.48209508260091144], [0.36871322989463806, 0.6666666666666666, 0.8241758241758242, 0.0, 0.0, 0.0, 0.43237981796264646, 0.44998788833618164], [0.426379919052124, 0.8333333333333333, 0.826923076923077, 0.0, 0.0, 1.0, 0.4616474469502767, 0.4452664057413737], [0.5027176141738892, 1.0, 0.8296703296703297, 0.0, 0.0, 1.0, 0.533544413248698, 0.48860530853271483], [0.4507175385951996, 0.0, 0.8324175824175825, 0.0, 0.0, 0.0, 0.567257308959961, 0.5121691385904947]]",0.33350300788879395,24.679222583770752,0.0,303.0,0.0,0.0,0.0,34.035438537597656,30.730148315429684,0.0,0.8324175824175825,0.0,0.0,0.0,0.567257308959961,0.5121691385904947
38,"[[0.35518836975097656, 0.3333333333333333, 0.8186813186813188, 0.0, 0.0, 0.0, 0.4636219342549642, 0.5054594993591308], [0.32783305644989014, 0.5, 0.8214285714285715, 0.0, 0.0, 0.0, 0.4152390797932943, 0.48209508260091144], [0.36871322989463806, 0.6666666666666666, 0.8241758241758242, 0.0, 0.0, 0.0, 0.43237981796264646, 0.44998788833618164], [0.426379919052124, 0.8333333333333333, 0.826923076923077, 0.0, 0.0, 1.0, 0.4616474469502767, 0.4452664057413737], [0.5027176141738892, 1.0, 0.8296703296703297, 0.0, 0.0, 1.0, 0.533544413248698, 0.48860530853271483], [0.4507175385951996, 0.0, 0.8324175824175825, 0.0, 0.0, 0.0, 0.567257308959961, 0.5121691385904947], [0.33350300788879395, 0.16666666666666666, 0.8351648351648352, 0.0, 0.0, 0.0, 0.5290745735168457, 0.5135677019755045]]",0.36202529072761536,26.789871513843536,1.0,304.0,0.0,0.0,0.0,31.744474411010742,30.81406211853027,0.16666666666666666,0.8351648351648352,0.0,0.0,0.0,0.5290745735168457,0.5135677019755045
39,"[[0.32783305644989014, 0.5, 0.8214285714285715, 0.0, 0.0, 0.0, 0.4152390797932943, 0.48209508260091144], [0.36871322989463806, 0.6666666666666666, 0.8241758241758242, 0.0, 0.0, 0.0, 0.43237981796264646, 0.44998788833618164], [0.426379919052124, 0.8333333333333333, 0.826923076923077, 0.0, 0.0, 1.0, 0.4616474469502767, 0.4452664057413737], [0.5027176141738892, 1.0, 0.8296703296703297, 0.0, 0.0, 1.0, 0.533544413248698, 0.48860530853271483], [0.4507175385951996, 0.0, 0.8324175824175825, 0.0, 0.0, 0.0, 0.567257308959961, 0.5121691385904947], [0.33350300788879395, 0.16666666666666666, 0.8351648351648352, 0.0, 0.0, 0.0, 0.5290745735168457, 0.5135677019755045], [0.36202529072761536, 0.3333333333333333, 0.8379120879120879, 0.0, 0.0, 0.0, 0.471234385172526, 0.511918036142985]]",0.3339143395423889,24.70966112613678,2.0,305.0,0.0,0.0,0.0,28.274063110351562,30.7150821685791,0.3333333333333333,0.8379120879120879,0.0,0.0,0.0,0.471234385172526,0.511918036142985
40,"[[0.36871322989463806, 0.6666666666666666, 0.8241758241758242, 0.0, 0.0, 0.0, 0.43237981796264646, 0.44998788833618164], [0.426379919052124, 0.8333333333333333, 0.826923076923077, 0.0, 0.0, 1.0, 0.4616474469502767, 0.4452664057413737], [0.5027176141738892, 1.0, 0.8296703296703297, 0.0, 0.0, 1.0, 0.533544413248698, 0.48860530853271483], [0.4507175385951996, 0.0, 0.8324175824175825, 0.0, 0.0, 0.0, 0.567257308959961, 0.5121691385904947], [0.33350300788879395, 0.16666666666666666, 0.8351648351648352, 0.0, 0.0, 0.0, 0.5290745735168457, 0.5135677019755045], [0.36202529072761536, 0.3333333333333333, 0.8379120879120879, 0.0, 0.0, 0.0, 0.471234385172526, 0.511918036142985], [0.3339143395423889, 0.5, 0.8406593406593407, 0.0, 0.0, 0.0, 0.42321532567342124, 0.4891098658243815]]",0.3739693760871887,27.673733830451965,3.0,306.0,0.0,0.0,0.0,25.392919540405273,29.34659194946289,0.5,0.8406593406593407,0.0,0.0,0.0,0.42321532567342124,0.4891098658243815
41,"[[0.426379919052124, 0.8333333333333333, 0.826923076923077, 0.0, 0.0, 1.0, 0.4616474469502767, 0.4452664057413737], [0.5027176141738892, 1.0, 0.8296703296703297, 0.0, 0.0, 1.0, 0.533544413248698, 0.48860530853271483], [0.4507175385951996, 0.0, 0.8324175824175825, 0.0, 0.0, 0.0, 0.567257308959961, 0.5121691385904947], [0.33350300788879395, 0.16666666666666666, 0.8351648351648352, 0.0, 0.0, 0.0, 0.5290745735168457, 0.5135677019755045], [0.36202529072761536, 0.3333333333333333, 0.8379120879120879, 0.0, 0.0, 0.0, 0.471234385172526, 0.511918036142985], [0.3339143395423889, 0.5, 0.8406593406593407, 0.0, 0.0, 0.0, 0.42321532567342124, 0.4891098658243815], [0.3739693760871887, 0.6666666666666666, 0.8434065934065935, 0.0, 0.0, 0.0, 0.4398515065511068, 0.45735193888346354]]",0.43035420775413513,31.846211373806,4.0,307.0,0.0,0.0,0.0,26.391090393066406,27.441116333007812,0.6666666666666666,0.8434065934065935,0.0,0.0,0.0,0.4398515065511068,0.45735193888346354
42,"[[0.5027176141738892, 1.0, 0.8296703296703297, 0.0, 0.0, 1.0, 0.533544413248698, 0.48860530853271483], [0.4507175385951996, 0.0, 0.8324175824175825, 0.0, 0.0, 0.0, 0.567257308959961, 0.5121691385904947], [0.33350300788879395, 0.16666666666666666, 0.8351648351648352, 0.0, 0.0, 0.0, 0.5290745735168457, 0.5135677019755045], [0.36202529072761536, 0.3333333333333333, 0.8379120879120879, 0.0, 0.0, 0.0, 0.471234385172526, 0.511918036142985], [0.3339143395423889, 0.5, 0.8406593406593407, 0.0, 0.0, 0.0, 0.42321532567342124, 0.4891098658243815], [0.3739693760871887, 0.6666666666666666, 0.8434065934065935, 0.0, 0.0, 0.0, 0.4398515065511068, 0.45735193888346354], [0.43035420775413513, 0.8333333333333333, 0.8461538461538463, 0.0, 0.0, 1.0, 0.4679422696431478, 0.45232899983723956]]",0.5067087411880493,37.49644684791565,5.0,308.0,0.0,0.0,1.0,28.076536178588867,27.139739990234375,0.8333333333333333,0.8461538461538463,0.0,0.0,1.0,0.4679422696431478,0.45232899983723956
43,"[[0.4507175385951996, 0.0, 0.8324175824175825, 0.0, 0.0, 0.0, 0.567257308959961, 0.5121691385904947], [0.33350300788879395, 0.16666666666666666, 0.8351648351648352, 0.0, 0.0, 0.0, 0.5290745735168457, 0.5135677019755045], [0.36202529072761536, 0.3333333333333333, 0.8379120879120879, 0.0, 0.0, 0.0, 0.471234385172526, 0.511918036142985], [0.3339143395423889, 0.5, 0.8406593406593407, 0.0, 0.0, 0.0, 0.42321532567342124, 0.4891098658243815], [0.3739693760871887, 0.6666666666666666, 0.8434065934065935, 0.0, 0.0, 0.0, 0.4398515065511068, 0.45735193888346354], [0.43035420775413513, 0.8333333333333333, 0.8461538461538463, 0.0, 0.0, 1.0, 0.4679422696431478, 0.45232899983723956], [0.5067087411880493, 1.0, 0.848901098901099, 0.0, 0.0, 1.0, 0.5389799118041992, 0.4950531005859375]]",0.45606374740600586,33.748717308044434,6.0,309.0,0.0,0.0,1.0,32.33879470825195,29.70318603515625,1.0,0.848901098901099,0.0,0.0,1.0,0.5389799118041992,0.4950531005859375
44,"[[0.33350300788879395, 0.16666666666666666, 0.8351648351648352, 0.0, 0.0, 0.0, 0.5290745735168457, 0.5135677019755045], [0.36202529072761536, 0.3333333333333333, 0.8379120879120879, 0.0, 0.0, 0.0, 0.471234385172526, 0.511918036142985], [0.3339143395423889, 0.5, 0.8406593406593407, 0.0, 0.0, 0.0, 0.42321532567342124, 0.4891098658243815], [0.3739693760871887, 0.6666666666666666, 0.8434065934065935, 0.0, 0.0, 0.0, 0.4398515065511068, 0.45735193888346354], [0.43035420775413513, 0.8333333333333333, 0.8461538461538463, 0.0, 0.0, 1.0, 0.4679422696431478, 0.45232899983723956], [0.5067087411880493, 1.0, 0.848901098901099, 0.0, 0.0, 1.0, 0.5389799118041992, 0.4950531005859375], [0.45606374740600586, 0.0, 0.8516483516483517, 0.0, 0.0, 0.0, 0.5727298736572266, 0.5182492574055989]]",0.34013593196868896,25.170058965682983,0.0,310.0,0.0,0.0,0.0,34.363792419433594,31.094955444335934,0.0,0.8516483516483517,0.0,0.0,0.0,0.5727298736572266,0.5182492574055989
45,"[[0.36202529072761536, 0.3333333333333333, 0.8379120879120879, 0.0, 0.0, 0.0, 0.471234385172526, 0.511918036142985], [0.3339143395423889, 0.5, 0.8406593406593407, 0.0, 0.0, 0.0, 0.42321532567342124, 0.4891098658243815], [0.3739693760871887, 0.6666666666666666, 0.8434065934065935, 0.0, 0.0, 0.0, 0.4398515065511068, 0.45735193888346354], [0.43035420775413513, 0.8333333333333333, 0.8461538461538463, 0.0, 0.0, 1.0, 0.4679422696431478, 0.45232899983723956], [0.5067087411880493, 1.0, 0.848901098901099, 0.0, 0.0, 1.0, 0.5389799118041992, 0.4950531005859375], [0.45606374740600586, 0.0, 0.8516483516483517, 0.0, 0.0, 0.0, 0.5727298736572266, 0.5182492574055989], [0.34013593196868896, 0.16666666666666666, 0.8543956043956045, 0.0, 0.0, 0.0, 0.5356401443481446, 0.519783878326416]]",0.36901217699050903,27.30690109729767,1.0,311.0,0.0,0.0,0.0,32.13840866088867,31.18703269958496,0.16666666666666666,0.8543956043956045,0.0,0.0,0.0,0.5356401443481446,0.519783878326416
46,"[[0.3339143395423889, 0.5, 0.8406593406593407, 0.0, 0.0, 0.0, 0.42321532567342124, 0.4891098658243815], [0.3739693760871887, 0.6666666666666666, 0.8434065934065935, 0.0, 0.0, 0.0, 0.4398515065511068, 0.45735193888346354], [0.43035420775413513, 0.8333333333333333, 0.8461538461538463, 0.0, 0.0, 1.0, 0.4679422696431478, 0.45232899983723956], [0.5067087411880493, 1.0, 0.848901098901099, 0.0, 0.0, 1.0, 0.5389799118041992, 0.4950531005859375], [0.45606374740600586, 0.0, 0.8516483516483517, 0.0, 0.0, 0.0, 0.5727298736572266, 0.5182492574055989], [0.34013593196868896, 0.16666666666666666, 0.8543956043956045, 0.0, 0.0, 0.0, 0.5356401443481446, 0.519783878326416], [0.36901217699050903, 0.3333333333333333, 0.8571428571428572, 0.0, 0.0, 0.0, 0.4790315310160319, 0.5185611406962076]]",0.34015876054763794,25.171748280525208,2.0,312.0,0.0,0.0,0.0,28.741891860961914,31.113668441772457,0.3333333333333333,0.8571428571428572,0.0,0.0,0.0,0.4790315310160319,0.5185611406962076
47,"[[0.3739693760871887, 0.6666666666666666, 0.8434065934065935, 0.0, 0.0, 0.0, 0.4398515065511068, 0.45735193888346354], [0.43035420775413513, 0.8333333333333333, 0.8461538461538463, 0.0, 0.0, 1.0, 0.4679422696431478, 0.45232899983723956], [0.5067087411880493, 1.0, 0.848901098901099, 0.0, 0.0, 1.0, 0.5389799118041992, 0.4950531005859375], [0.45606374740600586, 0.0, 0.8516483516483517, 0.0, 0.0, 0.0, 0.5727298736572266, 0.5182492574055989], [0.34013593196868896, 0.16666666666666666, 0.8543956043956045, 0.0, 0.0, 0.0, 0.5356401443481446, 0.519783878326416], [0.36901217699050903, 0.3333333333333333, 0.8571428571428572, 0.0, 0.0, 0.0, 0.4790315310160319, 0.5185611406962076], [0.34015876054763794, 0.5, 0.8598901098901099, 0.0, 0.0, 0.0, 0.4313817342122396, 0.49631290435791015]]",0.37938714027404785,28.07464838027954,3.0,313.0,0.0,0.0,0.0,25.882904052734375,29.77877426147461,0.5,0.8598901098901099,0.0,0.0,0.0,0.4313817342122396,0.49631290435791015
48,"[[0.43035420775413513, 0.8333333333333333, 0.8461538461538463, 0.0, 0.0, 1.0, 0.4679422696431478, 0.45232899983723956], [0.5067087411880493, 1.0, 0.848901098901099, 0.0, 0.0, 1.0, 0.5389799118041992, 0.4950531005859375], [0.45606374740600586, 0.0, 0.8516483516483517, 0.0, 0.0, 0.0, 0.5727298736572266, 0.5182492574055989], [0.34013593196868896, 0.16666666666666666, 0.8543956043956045, 0.0, 0.0, 0.0, 0.5356401443481446, 0.519783878326416], [0.36901217699050903, 0.3333333333333333, 0.8571428571428572, 0.0, 0.0, 0.0, 0.4790315310160319, 0.5185611406962076], [0.34015876054763794, 0.5, 0.8598901098901099, 0.0, 0.0, 0.0, 0.4313817342122396, 0.49631290435791015], [0.37938714027404785, 0.6666666666666666, 0.8626373626373627, 0.0, 0.0, 0.0, 0.4475183169047038, 0.46490691502889]]",0.43447449803352356,32.15111285448074,4.0,314.0,0.0,0.0,0.0,26.851099014282227,27.8944149017334,0.6666666666666666,0.8626373626373627,0.0,0.0,0.0,0.4475183169047038,0.46490691502889
49,"[[0.5067087411880493, 1.0, 0.848901098901099, 0.0, 0.0, 1.0, 0.5389799118041992, 0.4950531005859375], [0.45606374740600586, 0.0, 0.8516483516483517, 0.0, 0.0, 0.0, 0.5727298736572266, 0.5182492574055989], [0.34013593196868896, 0.16666666666666666, 0.8543956043956045, 0.0, 0.0, 0.0, 0.5356401443481446, 0.519783878326416], [0.36901217699050903, 0.3333333333333333, 0.8571428571428572, 0.0, 0.0, 0.0, 0.4790315310160319, 0.5185611406962076], [0.34015876054763794, 0.5, 0.8598901098901099, 0.0, 0.0, 0.0, 0.4313817342122396, 0.49631290435791015], [0.37938714027404785, 0.6666666666666666, 0.8626373626373627, 0.0, 0.0, 0.0, 0.4475183169047038, 0.46490691502889], [0.43447449803352356, 0.8333333333333333, 0.8653846153846154, 0.0, 0.0, 1.0, 0.4744305928548177, 0.4595815658569336]]",0.510847806930542,37.80273771286011,5.0,315.0,0.0,0.0,1.0,28.465835571289062,27.574893951416016,0.8333333333333333,0.8653846153846154,0.0,0.0,1.0,0.4744305928548177,0.4595815658569336
