Step,X,Predicted_Y_Scaled,Predicted_Y_Unscaled,day_of_week_Unscaled,doy_Unscaled,is_thanksgiving_Unscaled,is_christmas_Unscaled,is_weekend_Unscaled,day_of_week_Scaled,doy_Scaled,is_thanksgiving_Scaled,is_christmas_Scaled,is_weekend_Scaled
141,"[[0.22937195003032684, 0.0, 0.09890109890109891, 0.0, 0.0, 0.0], [0.20601443946361542, 0.16666666666666666, 0.10164835164835166, 0.0, 0.0, 0.0], [0.19223318994045258, 0.3333333333333333, 0.1043956043956044, 0.0, 0.0, 0.0], [0.1853645294904709, 0.5, 0.10714285714285715, 0.0, 0.0, 0.0], [0.18314658105373383, 0.6666666666666666, 0.1098901098901099, 0.0, 0.0, 0.0], [0.1841038316488266, 0.8333333333333333, 0.11263736263736264, 0.0, 0.0, 1.0], [0.20674793422222137, 1.0, 0.11538461538461539, 0.0, 0.0, 1.0]]",0.23044882714748383,7.143913641571999,6.0,42.0,0.0,0.0,1.0,1.0,0.11538461538461539,0.0,0.0,1.0
142,"[[0.20601443946361542, 0.16666666666666666, 0.10164835164835166, 0.0, 0.0, 0.0], [0.19223318994045258, 0.3333333333333333, 0.1043956043956044, 0.0, 0.0, 0.0], [0.1853645294904709, 0.5, 0.10714285714285715, 0.0, 0.0, 0.0], [0.18314658105373383, 0.6666666666666666, 0.1098901098901099, 0.0, 0.0, 0.0], [0.1841038316488266, 0.8333333333333333, 0.11263736263736264, 0.0, 0.0, 1.0], [0.20674793422222137, 1.0, 0.11538461538461539, 0.0, 0.0, 1.0], [0.23044882714748383, 0.0, 0.11813186813186814, 0.0, 0.0, 0.0]]",0.20716537535190582,6.4221266359090805,0.0,43.0,0.0,0.0,0.0,0.0,0.11813186813186814,0.0,0.0,0.0
143,"[[0.19223318994045258, 0.3333333333333333, 0.1043956043956044, 0.0, 0.0, 0.0], [0.1853645294904709, 0.5, 0.10714285714285715, 0.0, 0.0, 0.0], [0.18314658105373383, 0.6666666666666666, 0.1098901098901099, 0.0, 0.0, 0.0], [0.1841038316488266, 0.8333333333333333, 0.11263736263736264, 0.0, 0.0, 1.0], [0.20674793422222137, 1.0, 0.11538461538461539, 0.0, 0.0, 1.0], [0.23044882714748383, 0.0, 0.11813186813186814, 0.0, 0.0, 0.0], [0.20716537535190582, 0.16666666666666666, 0.1208791208791209, 0.0, 0.0, 0.0]]",0.1933804303407669,5.994793340563774,1.0,44.0,0.0,0.0,0.0,0.16666666666666666,0.1208791208791209,0.0,0.0,0.0
144,"[[0.1853645294904709, 0.5, 0.10714285714285715, 0.0, 0.0, 0.0], [0.18314658105373383, 0.6666666666666666, 0.1098901098901099, 0.0, 0.0, 0.0], [0.1841038316488266, 0.8333333333333333, 0.11263736263736264, 0.0, 0.0, 1.0], [0.20674793422222137, 1.0, 0.11538461538461539, 0.0, 0.0, 1.0], [0.23044882714748383, 0.0, 0.11813186813186814, 0.0, 0.0, 0.0], [0.20716537535190582, 0.16666666666666666, 0.1208791208791209, 0.0, 0.0, 0.0], [0.1933804303407669, 0.3333333333333333, 0.12362637362637363, 0.0, 0.0, 0.0]]",0.18651627004146576,5.7820043712854385,2.0,45.0,0.0,0.0,0.0,0.3333333333333333,0.12362637362637363,0.0,0.0,0.0
145,"[[0.18314658105373383, 0.6666666666666666, 0.1098901098901099, 0.0, 0.0, 0.0], [0.1841038316488266, 0.8333333333333333, 0.11263736263736264, 0.0, 0.0, 1.0], [0.20674793422222137, 1.0, 0.11538461538461539, 0.0, 0.0, 1.0], [0.23044882714748383, 0.0, 0.11813186813186814, 0.0, 0.0, 0.0], [0.20716537535190582, 0.16666666666666666, 0.1208791208791209, 0.0, 0.0, 0.0], [0.1933804303407669, 0.3333333333333333, 0.12362637362637363, 0.0, 0.0, 0.0], [0.18651627004146576, 0.5, 0.1263736263736264, 0.0, 0.0, 0.0]]",0.1843031495809555,5.713397637009621,3.0,46.00000000000001,0.0,0.0,0.0,0.5,0.1263736263736264,0.0,0.0,0.0
146,"[[0.1841038316488266, 0.8333333333333333, 0.11263736263736264, 0.0, 0.0, 1.0], [0.20674793422222137, 1.0, 0.11538461538461539, 0.0, 0.0, 1.0], [0.23044882714748383, 0.0, 0.11813186813186814, 0.0, 0.0, 0.0], [0.20716537535190582, 0.16666666666666666, 0.1208791208791209, 0.0, 0.0, 0.0], [0.1933804303407669, 0.3333333333333333, 0.12362637362637363, 0.0, 0.0, 0.0], [0.18651627004146576, 0.5, 0.1263736263736264, 0.0, 0.0, 0.0], [0.1843031495809555, 0.6666666666666666, 0.12912087912087913, 0.0, 0.0, 0.0]]",0.18526281416416168,5.743147239089012,4.0,47.0,0.0,0.0,0.0,0.6666666666666666,0.12912087912087913,0.0,0.0,0.0
147,"[[0.20674793422222137, 1.0, 0.11538461538461539, 0.0, 0.0, 1.0], [0.23044882714748383, 0.0, 0.11813186813186814, 0.0, 0.0, 0.0], [0.20716537535190582, 0.16666666666666666, 0.1208791208791209, 0.0, 0.0, 0.0], [0.1933804303407669, 0.3333333333333333, 0.12362637362637363, 0.0, 0.0, 0.0], [0.18651627004146576, 0.5, 0.1263736263736264, 0.0, 0.0, 0.0], [0.1843031495809555, 0.6666666666666666, 0.12912087912087913, 0.0, 0.0, 0.0], [0.18526281416416168, 0.8333333333333333, 0.13186813186813187, 0.0, 0.0, 1.0]]",0.2078467756509781,6.443250045180321,5.0,48.0,0.0,0.0,1.0,0.8333333333333333,0.13186813186813187,0.0,0.0,1.0
148,"[[0.23044882714748383, 0.0, 0.11813186813186814, 0.0, 0.0, 0.0], [0.20716537535190582, 0.16666666666666666, 0.1208791208791209, 0.0, 0.0, 0.0], [0.1933804303407669, 0.3333333333333333, 0.12362637362637363, 0.0, 0.0, 0.0], [0.18651627004146576, 0.5, 0.1263736263736264, 0.0, 0.0, 0.0], [0.1843031495809555, 0.6666666666666666, 0.12912087912087913, 0.0, 0.0, 0.0], [0.18526281416416168, 0.8333333333333333, 0.13186813186813187, 0.0, 0.0, 1.0], [0.2078467756509781, 1.0, 0.13461538461538464, 0.0, 0.0, 1.0]]",0.23152361810207367,7.177232161164284,6.0,49.00000000000001,0.0,0.0,1.0,1.0,0.13461538461538464,0.0,0.0,1.0
149,"[[0.20716537535190582, 0.16666666666666666, 0.1208791208791209, 0.0, 0.0, 0.0], [0.1933804303407669, 0.3333333333333333, 0.12362637362637363, 0.0, 0.0, 0.0], [0.18651627004146576, 0.5, 0.1263736263736264, 0.0, 0.0, 0.0], [0.1843031495809555, 0.6666666666666666, 0.12912087912087913, 0.0, 0.0, 0.0], [0.18526281416416168, 0.8333333333333333, 0.13186813186813187, 0.0, 0.0, 1.0], [0.2078467756509781, 1.0, 0.13461538461538464, 0.0, 0.0, 1.0], [0.23152361810207367, 0.0, 0.13736263736263737, 0.0, 0.0, 0.0]]",0.20831461250782013,6.457752987742424,0.0,50.0,0.0,0.0,0.0,0.0,0.13736263736263737,0.0,0.0,0.0
150,"[[0.1933804303407669, 0.3333333333333333, 0.12362637362637363, 0.0, 0.0, 0.0], [0.18651627004146576, 0.5, 0.1263736263736264, 0.0, 0.0, 0.0], [0.1843031495809555, 0.6666666666666666, 0.12912087912087913, 0.0, 0.0, 0.0], [0.18526281416416168, 0.8333333333333333, 0.13186813186813187, 0.0, 0.0, 1.0], [0.2078467756509781, 1.0, 0.13461538461538464, 0.0, 0.0, 1.0], [0.23152361810207367, 0.0, 0.13736263736263737, 0.0, 0.0, 0.0], [0.20831461250782013, 0.16666666666666666, 0.1401098901098901, 0.0, 0.0, 0.0]]",0.19452627003192902,6.0303143709897995,1.0,51.0,0.0,0.0,0.0,0.16666666666666666,0.1401098901098901,0.0,0.0,0.0
151,"[[0.18651627004146576, 0.5, 0.1263736263736264, 0.0, 0.0, 0.0], [0.1843031495809555, 0.6666666666666666, 0.12912087912087913, 0.0, 0.0, 0.0], [0.18526281416416168, 0.8333333333333333, 0.13186813186813187, 0.0, 0.0, 1.0], [0.2078467756509781, 1.0, 0.13461538461538464, 0.0, 0.0, 1.0], [0.23152361810207367, 0.0, 0.13736263736263737, 0.0, 0.0, 0.0], [0.20831461250782013, 0.16666666666666666, 0.1401098901098901, 0.0, 0.0, 0.0], [0.19452627003192902, 0.3333333333333333, 0.14285714285714288, 0.0, 0.0, 0.0]]",0.18766672909259796,5.817668601870537,2.0,52.0,0.0,0.0,0.0,0.3333333333333333,0.14285714285714288,0.0,0.0,0.0
