Step,X,Predicted_Y_Scaled,Predicted_Y_Unscaled,day_of_week_Unscaled,doy_Unscaled,is_thanksgiving_Unscaled,is_christmas_Unscaled,is_weekend_Unscaled,day_of_week_Scaled,doy_Scaled,is_thanksgiving_Scaled,is_christmas_Scaled,is_weekend_Scaled
67,"[[0.23088903725147247, 0.5, 0.8983516483516484, 1.0, 0.0, 0.0], [0.24400661885738373, 0.6666666666666666, 0.9010989010989011, 0.0, 0.0, 0.0], [0.24567992985248566, 0.8333333333333333, 0.903846153846154, 0.0, 0.0, 1.0], [0.2631925344467163, 1.0, 0.9065934065934067, 0.0, 0.0, 1.0], [0.2823559045791626, 0.0, 0.9093406593406594, 0.0, 0.0, 0.0], [0.259668231010437, 0.16666666666666666, 0.9120879120879122, 0.0, 0.0, 0.0], [0.2438075691461563, 0.3333333333333333, 0.9148351648351649, 0.0, 0.0, 0.0]]",0.23565156757831573,7.305198594927788,2.0,333.0,0.0,0.0,0.0,0.3333333333333333,0.9148351648351649,0.0,0.0,0.0
68,"[[0.24400661885738373, 0.6666666666666666, 0.9010989010989011, 0.0, 0.0, 0.0], [0.24567992985248566, 0.8333333333333333, 0.903846153846154, 0.0, 0.0, 1.0], [0.2631925344467163, 1.0, 0.9065934065934067, 0.0, 0.0, 1.0], [0.2823559045791626, 0.0, 0.9093406593406594, 0.0, 0.0, 0.0], [0.259668231010437, 0.16666666666666666, 0.9120879120879122, 0.0, 0.0, 0.0], [0.2438075691461563, 0.3333333333333333, 0.9148351648351649, 0.0, 0.0, 0.0], [0.23565156757831573, 0.5, 0.9175824175824177, 0.0, 0.0, 0.0]]",0.2306118756532669,7.148968145251274,3.0,334.0,0.0,0.0,0.0,0.5,0.9175824175824177,0.0,0.0,0.0
69,"[[0.24567992985248566, 0.8333333333333333, 0.903846153846154, 0.0, 0.0, 1.0], [0.2631925344467163, 1.0, 0.9065934065934067, 0.0, 0.0, 1.0], [0.2823559045791626, 0.0, 0.9093406593406594, 0.0, 0.0, 0.0], [0.259668231010437, 0.16666666666666666, 0.9120879120879122, 0.0, 0.0, 0.0], [0.2438075691461563, 0.3333333333333333, 0.9148351648351649, 0.0, 0.0, 0.0], [0.23565156757831573, 0.5, 0.9175824175824177, 0.0, 0.0, 0.0], [0.2306118756532669, 0.6666666666666666, 0.9203296703296704, 0.0, 0.0, 0.0]]",0.23154480755329132,7.177889034152031,4.0,335.0,0.0,0.0,0.0,0.6666666666666666,0.9203296703296704,0.0,0.0,0.0
70,"[[0.2631925344467163, 1.0, 0.9065934065934067, 0.0, 0.0, 1.0], [0.2823559045791626, 0.0, 0.9093406593406594, 0.0, 0.0, 0.0], [0.259668231010437, 0.16666666666666666, 0.9120879120879122, 0.0, 0.0, 0.0], [0.2438075691461563, 0.3333333333333333, 0.9148351648351649, 0.0, 0.0, 0.0], [0.23565156757831573, 0.5, 0.9175824175824177, 0.0, 0.0, 0.0], [0.2306118756532669, 0.6666666666666666, 0.9203296703296704, 0.0, 0.0, 0.0], [0.23154480755329132, 0.8333333333333333, 0.9230769230769231, 0.0, 0.0, 1.0]]",0.25116753578186035,7.786193609237671,5.0,336.0,0.0,0.0,1.0,0.8333333333333333,0.9230769230769231,0.0,0.0,1.0
71,"[[0.2823559045791626, 0.0, 0.9093406593406594, 0.0, 0.0, 0.0], [0.259668231010437, 0.16666666666666666, 0.9120879120879122, 0.0, 0.0, 0.0], [0.2438075691461563, 0.3333333333333333, 0.9148351648351649, 0.0, 0.0, 0.0], [0.23565156757831573, 0.5, 0.9175824175824177, 0.0, 0.0, 0.0], [0.2306118756532669, 0.6666666666666666, 0.9203296703296704, 0.0, 0.0, 0.0], [0.23154480755329132, 0.8333333333333333, 0.9230769230769231, 0.0, 0.0, 1.0], [0.25116753578186035, 1.0, 0.9258241758241759, 0.0, 0.0, 1.0]]",0.2731161117553711,8.466599464416504,6.0,337.0,0.0,0.0,1.0,1.0,0.9258241758241759,0.0,0.0,1.0
72,"[[0.259668231010437, 0.16666666666666666, 0.9120879120879122, 0.0, 0.0, 0.0], [0.2438075691461563, 0.3333333333333333, 0.9148351648351649, 0.0, 0.0, 0.0], [0.23565156757831573, 0.5, 0.9175824175824177, 0.0, 0.0, 0.0], [0.2306118756532669, 0.6666666666666666, 0.9203296703296704, 0.0, 0.0, 0.0], [0.23154480755329132, 0.8333333333333333, 0.9230769230769231, 0.0, 0.0, 1.0], [0.25116753578186035, 1.0, 0.9258241758241759, 0.0, 0.0, 1.0], [0.2731161117553711, 0.0, 0.9285714285714286, 0.0, 0.0, 0.0]]",0.2531929016113281,7.848979949951172,0.0,338.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.0
73,"[[0.2438075691461563, 0.3333333333333333, 0.9148351648351649, 0.0, 0.0, 0.0], [0.23565156757831573, 0.5, 0.9175824175824177, 0.0, 0.0, 0.0], [0.2306118756532669, 0.6666666666666666, 0.9203296703296704, 0.0, 0.0, 0.0], [0.23154480755329132, 0.8333333333333333, 0.9230769230769231, 0.0, 0.0, 1.0], [0.25116753578186035, 1.0, 0.9258241758241759, 0.0, 0.0, 1.0], [0.2731161117553711, 0.0, 0.9285714285714286, 0.0, 0.0, 0.0], [0.2531929016113281, 0.16666666666666666, 0.9313186813186813, 0.0, 0.0, 0.0]]",0.23949165642261505,7.424241349101067,1.0,339.0,0.0,0.0,0.0,0.16666666666666666,0.9313186813186813,0.0,0.0,0.0
74,"[[0.23565156757831573, 0.5, 0.9175824175824177, 0.0, 0.0, 0.0], [0.2306118756532669, 0.6666666666666666, 0.9203296703296704, 0.0, 0.0, 0.0], [0.23154480755329132, 0.8333333333333333, 0.9230769230769231, 0.0, 0.0, 1.0], [0.25116753578186035, 1.0, 0.9258241758241759, 0.0, 0.0, 1.0], [0.2731161117553711, 0.0, 0.9285714285714286, 0.0, 0.0, 0.0], [0.2531929016113281, 0.16666666666666666, 0.9313186813186813, 0.0, 0.0, 0.0], [0.23949165642261505, 0.3333333333333333, 0.9340659340659342, 0.0, 0.0, 0.0]]",0.2329832762479782,7.2224815636873245,2.0,340.0,0.0,0.0,0.0,0.3333333333333333,0.9340659340659342,0.0,0.0,0.0
75,"[[0.2306118756532669, 0.6666666666666666, 0.9203296703296704, 0.0, 0.0, 0.0], [0.23154480755329132, 0.8333333333333333, 0.9230769230769231, 0.0, 0.0, 1.0], [0.25116753578186035, 1.0, 0.9258241758241759, 0.0, 0.0, 1.0], [0.2731161117553711, 0.0, 0.9285714285714286, 0.0, 0.0, 0.0], [0.2531929016113281, 0.16666666666666666, 0.9313186813186813, 0.0, 0.0, 0.0], [0.23949165642261505, 0.3333333333333333, 0.9340659340659342, 0.0, 0.0, 0.0], [0.2329832762479782, 0.5, 0.9368131868131869, 0.0, 0.0, 0.0]]",0.23107822239398956,7.1634248942136765,3.0,341.0,0.0,0.0,0.0,0.5,0.9368131868131869,0.0,0.0,0.0
76,"[[0.23154480755329132, 0.8333333333333333, 0.9230769230769231, 0.0, 0.0, 1.0], [0.25116753578186035, 1.0, 0.9258241758241759, 0.0, 0.0, 1.0], [0.2731161117553711, 0.0, 0.9285714285714286, 0.0, 0.0, 0.0], [0.2531929016113281, 0.16666666666666666, 0.9313186813186813, 0.0, 0.0, 0.0], [0.23949165642261505, 0.3333333333333333, 0.9340659340659342, 0.0, 0.0, 0.0], [0.2329832762479782, 0.5, 0.9368131868131869, 0.0, 0.0, 0.0], [0.23107822239398956, 0.6666666666666666, 0.9395604395604397, 0.0, 0.0, 0.0]]",0.23217661678791046,7.197475120425224,4.0,342.0,0.0,0.0,0.0,0.6666666666666666,0.9395604395604397,0.0,0.0,0.0
77,"[[0.25116753578186035, 1.0, 0.9258241758241759, 0.0, 0.0, 1.0], [0.2731161117553711, 0.0, 0.9285714285714286, 0.0, 0.0, 0.0], [0.2531929016113281, 0.16666666666666666, 0.9313186813186813, 0.0, 0.0, 0.0], [0.23949165642261505, 0.3333333333333333, 0.9340659340659342, 0.0, 0.0, 0.0], [0.2329832762479782, 0.5, 0.9368131868131869, 0.0, 0.0, 0.0], [0.23107822239398956, 0.6666666666666666, 0.9395604395604397, 0.0, 0.0, 0.0], [0.23217661678791046, 0.8333333333333333, 0.9423076923076924, 0.0, 0.0, 1.0]]",0.2518569827079773,7.807566463947296,5.0,343.0,0.0,0.0,1.0,0.8333333333333333,0.9423076923076924,0.0,0.0,1.0
78,"[[0.2731161117553711, 0.0, 0.9285714285714286, 0.0, 0.0, 0.0], [0.2531929016113281, 0.16666666666666666, 0.9313186813186813, 0.0, 0.0, 0.0], [0.23949165642261505, 0.3333333333333333, 0.9340659340659342, 0.0, 0.0, 0.0], [0.2329832762479782, 0.5, 0.9368131868131869, 0.0, 0.0, 0.0], [0.23107822239398956, 0.6666666666666666, 0.9395604395604397, 0.0, 0.0, 0.0], [0.23217661678791046, 0.8333333333333333, 0.9423076923076924, 0.0, 0.0, 1.0], [0.2518569827079773, 1.0, 0.9450549450549451, 0.0, 0.0, 1.0]]",0.2738523483276367,8.489422798156738,6.0,344.0,0.0,0.0,1.0,1.0,0.9450549450549451,0.0,0.0,1.0
79,"[[0.2531929016113281, 0.16666666666666666, 0.9313186813186813, 0.0, 0.0, 0.0], [0.23949165642261505, 0.3333333333333333, 0.9340659340659342, 0.0, 0.0, 0.0], [0.2329832762479782, 0.5, 0.9368131868131869, 0.0, 0.0, 0.0], [0.23107822239398956, 0.6666666666666666, 0.9395604395604397, 0.0, 0.0, 0.0], [0.23217661678791046, 0.8333333333333333, 0.9423076923076924, 0.0, 0.0, 1.0], [0.2518569827079773, 1.0, 0.9450549450549451, 0.0, 0.0, 1.0], [0.2738523483276367, 0.0, 0.9478021978021979, 0.0, 0.0, 0.0]]",0.25408899784088135,7.876758933067322,0.0,345.0,0.0,0.0,0.0,0.0,0.9478021978021979,0.0,0.0,0.0
80,"[[0.23949165642261505, 0.3333333333333333, 0.9340659340659342, 0.0, 0.0, 0.0], [0.2329832762479782, 0.5, 0.9368131868131869, 0.0, 0.0, 0.0], [0.23107822239398956, 0.6666666666666666, 0.9395604395604397, 0.0, 0.0, 0.0], [0.23217661678791046, 0.8333333333333333, 0.9423076923076924, 0.0, 0.0, 1.0], [0.2518569827079773, 1.0, 0.9450549450549451, 0.0, 0.0, 1.0], [0.2738523483276367, 0.0, 0.9478021978021979, 0.0, 0.0, 0.0], [0.25408899784088135, 0.16666666666666666, 0.9505494505494506, 0.0, 0.0, 0.0]]",0.24044616520404816,7.453831121325493,1.0,346.0,0.0,0.0,0.0,0.16666666666666666,0.9505494505494506,0.0,0.0,0.0
81,"[[0.2329832762479782, 0.5, 0.9368131868131869, 0.0, 0.0, 0.0], [0.23107822239398956, 0.6666666666666666, 0.9395604395604397, 0.0, 0.0, 0.0], [0.23217661678791046, 0.8333333333333333, 0.9423076923076924, 0.0, 0.0, 1.0], [0.2518569827079773, 1.0, 0.9450549450549451, 0.0, 0.0, 1.0], [0.2738523483276367, 0.0, 0.9478021978021979, 0.0, 0.0, 0.0], [0.25408899784088135, 0.16666666666666666, 0.9505494505494506, 0.0, 0.0, 0.0], [0.24044616520404816, 0.3333333333333333, 0.9532967032967034, 0.0, 0.0, 0.0]]",0.23398099839687347,7.253410950303078,2.0,347.0,0.0,0.0,0.0,0.3333333333333333,0.9532967032967034,0.0,0.0,0.0
82,"[[0.23107822239398956, 0.6666666666666666, 0.9395604395604397, 0.0, 0.0, 0.0], [0.23217661678791046, 0.8333333333333333, 0.9423076923076924, 0.0, 0.0, 1.0], [0.2518569827079773, 1.0, 0.9450549450549451, 0.0, 0.0, 1.0], [0.2738523483276367, 0.0, 0.9478021978021979, 0.0, 0.0, 0.0], [0.25408899784088135, 0.16666666666666666, 0.9505494505494506, 0.0, 0.0, 0.0], [0.24044616520404816, 0.3333333333333333, 0.9532967032967034, 0.0, 0.0, 0.0], [0.23398099839687347, 0.5, 0.9560439560439561, 0.0, 0.0, 0.0]]",0.23210348188877106,7.195207938551903,3.0,348.0,0.0,0.0,0.0,0.5,0.9560439560439561,0.0,0.0,0.0
83,"[[0.23217661678791046, 0.8333333333333333, 0.9423076923076924, 0.0, 0.0, 1.0], [0.2518569827079773, 1.0, 0.9450549450549451, 0.0, 0.0, 1.0], [0.2738523483276367, 0.0, 0.9478021978021979, 0.0, 0.0, 0.0], [0.25408899784088135, 0.16666666666666666, 0.9505494505494506, 0.0, 0.0, 0.0], [0.24044616520404816, 0.3333333333333333, 0.9532967032967034, 0.0, 0.0, 0.0], [0.23398099839687347, 0.5, 0.9560439560439561, 0.0, 0.0, 0.0], [0.23210348188877106, 0.6666666666666666, 0.9587912087912088, 0.0, 0.0, 0.0]]",0.23321010172367096,7.2295131534338,4.0,349.0,0.0,0.0,0.0,0.6666666666666666,0.9587912087912088,0.0,0.0,0.0
84,"[[0.2518569827079773, 1.0, 0.9450549450549451, 0.0, 0.0, 1.0], [0.2738523483276367, 0.0, 0.9478021978021979, 0.0, 0.0, 0.0], [0.25408899784088135, 0.16666666666666666, 0.9505494505494506, 0.0, 0.0, 0.0], [0.24044616520404816, 0.3333333333333333, 0.9532967032967034, 0.0, 0.0, 0.0], [0.23398099839687347, 0.5, 0.9560439560439561, 0.0, 0.0, 0.0], [0.23210348188877106, 0.6666666666666666, 0.9587912087912088, 0.0, 0.0, 0.0], [0.23321010172367096, 0.8333333333333333, 0.9615384615384616, 0.0, 0.0, 1.0]]",0.25281620025634766,7.837302207946777,5.0,350.0,0.0,0.0,1.0,0.8333333333333333,0.9615384615384616,0.0,0.0,1.0
85,"[[0.2738523483276367, 0.0, 0.9478021978021979, 0.0, 0.0, 0.0], [0.25408899784088135, 0.16666666666666666, 0.9505494505494506, 0.0, 0.0, 0.0], [0.24044616520404816, 0.3333333333333333, 0.9532967032967034, 0.0, 0.0, 0.0], [0.23398099839687347, 0.5, 0.9560439560439561, 0.0, 0.0, 0.0], [0.23210348188877106, 0.6666666666666666, 0.9587912087912088, 0.0, 0.0, 0.0], [0.23321010172367096, 0.8333333333333333, 0.9615384615384616, 0.0, 0.0, 1.0], [0.25281620025634766, 1.0, 0.9642857142857144, 0.0, 0.0, 1.0]]",0.27475816011428833,8.517502963542938,6.0,351.0,0.0,0.0,1.0,1.0,0.9642857142857144,0.0,0.0,1.0
86,"[[0.25408899784088135, 0.16666666666666666, 0.9505494505494506, 0.0, 0.0, 0.0], [0.24044616520404816, 0.3333333333333333, 0.9532967032967034, 0.0, 0.0, 0.0], [0.23398099839687347, 0.5, 0.9560439560439561, 0.0, 0.0, 0.0], [0.23210348188877106, 0.6666666666666666, 0.9587912087912088, 0.0, 0.0, 0.0], [0.23321010172367096, 0.8333333333333333, 0.9615384615384616, 0.0, 0.0, 1.0], [0.25281620025634766, 1.0, 0.9642857142857144, 0.0, 0.0, 1.0], [0.27475816011428833, 0.0, 0.9670329670329672, 0.0, 0.0, 0.0]]",0.25508439540863037,7.9076162576675415,0.0,352.0,0.0,0.0,0.0,0.0,0.9670329670329672,0.0,0.0,0.0
87,"[[0.24044616520404816, 0.3333333333333333, 0.9532967032967034, 0.0, 0.0, 0.0], [0.23398099839687347, 0.5, 0.9560439560439561, 0.0, 0.0, 0.0], [0.23210348188877106, 0.6666666666666666, 0.9587912087912088, 0.0, 0.0, 0.0], [0.23321010172367096, 0.8333333333333333, 0.9615384615384616, 0.0, 0.0, 1.0], [0.25281620025634766, 1.0, 0.9642857142857144, 0.0, 0.0, 1.0], [0.27475816011428833, 0.0, 0.9670329670329672, 0.0, 0.0, 0.0], [0.25508439540863037, 0.16666666666666666, 0.9697802197802199, 0.0, 0.0, 0.0]]",0.24145297706127167,7.485042288899422,1.0,353.0,0.0,0.0,0.0,0.16666666666666666,0.9697802197802199,0.0,0.0,0.0
88,"[[0.23398099839687347, 0.5, 0.9560439560439561, 0.0, 0.0, 0.0], [0.23210348188877106, 0.6666666666666666, 0.9587912087912088, 0.0, 0.0, 0.0], [0.23321010172367096, 0.8333333333333333, 0.9615384615384616, 0.0, 0.0, 1.0], [0.25281620025634766, 1.0, 0.9642857142857144, 0.0, 0.0, 1.0], [0.27475816011428833, 0.0, 0.9670329670329672, 0.0, 0.0, 0.0], [0.25508439540863037, 0.16666666666666666, 0.9697802197802199, 0.0, 0.0, 0.0], [0.24145297706127167, 0.3333333333333333, 0.9725274725274726, 0.0, 0.0, 0.0]]",0.2350018471479416,7.285057261586189,2.0,354.0,0.0,0.0,0.0,0.3333333333333333,0.9725274725274726,0.0,0.0,0.0
89,"[[0.23210348188877106, 0.6666666666666666, 0.9587912087912088, 0.0, 0.0, 0.0], [0.23321010172367096, 0.8333333333333333, 0.9615384615384616, 0.0, 0.0, 1.0], [0.25281620025634766, 1.0, 0.9642857142857144, 0.0, 0.0, 1.0], [0.27475816011428833, 0.0, 0.9670329670329672, 0.0, 0.0, 0.0], [0.25508439540863037, 0.16666666666666666, 0.9697802197802199, 0.0, 0.0, 0.0], [0.24145297706127167, 0.3333333333333333, 0.9725274725274726, 0.0, 0.0, 0.0], [0.2350018471479416, 0.5, 0.9752747252747254, 0.0, 0.0, 0.0]]",0.23313473165035248,7.227176681160927,3.0,355.0,0.0,0.0,0.0,0.5,0.9752747252747254,0.0,0.0,0.0
90,"[[0.23321010172367096, 0.8333333333333333, 0.9615384615384616, 0.0, 0.0, 1.0], [0.25281620025634766, 1.0, 0.9642857142857144, 0.0, 0.0, 1.0], [0.27475816011428833, 0.0, 0.9670329670329672, 0.0, 0.0, 0.0], [0.25508439540863037, 0.16666666666666666, 0.9697802197802199, 0.0, 0.0, 0.0], [0.24145297706127167, 0.3333333333333333, 0.9725274725274726, 0.0, 0.0, 0.0], [0.2350018471479416, 0.5, 0.9752747252747254, 0.0, 0.0, 0.0], [0.23313473165035248, 0.6666666666666666, 0.9780219780219781, 0.0, 0.0, 0.0]]",0.23424558341503143,7.261613085865974,4.0,356.0,0.0,0.0,0.0,0.6666666666666666,0.9780219780219781,0.0,0.0,0.0
91,"[[0.25281620025634766, 1.0, 0.9642857142857144, 0.0, 0.0, 1.0], [0.27475816011428833, 0.0, 0.9670329670329672, 0.0, 0.0, 0.0], [0.25508439540863037, 0.16666666666666666, 0.9697802197802199, 0.0, 0.0, 0.0], [0.24145297706127167, 0.3333333333333333, 0.9725274725274726, 0.0, 0.0, 0.0], [0.2350018471479416, 0.5, 0.9752747252747254, 0.0, 0.0, 0.0], [0.23313473165035248, 0.6666666666666666, 0.9780219780219781, 0.0, 0.0, 0.0], [0.23424558341503143, 0.8333333333333333, 0.9807692307692308, 0.0, 0.0, 1.0]]",0.25377434492111206,7.867004692554474,5.0,357.0,0.0,0.0,1.0,0.8333333333333333,0.9807692307692308,0.0,0.0,1.0
92,"[[0.27475816011428833, 0.0, 0.9670329670329672, 0.0, 0.0, 0.0], [0.25508439540863037, 0.16666666666666666, 0.9697802197802199, 0.0, 0.0, 0.0], [0.24145297706127167, 0.3333333333333333, 0.9725274725274726, 0.0, 0.0, 0.0], [0.2350018471479416, 0.5, 0.9752747252747254, 0.0, 0.0, 0.0], [0.23313473165035248, 0.6666666666666666, 0.9780219780219781, 0.0, 0.0, 0.0], [0.23424558341503143, 0.8333333333333333, 0.9807692307692308, 0.0, 0.0, 1.0], [0.25377434492111206, 1.0, 0.9835164835164836, 0.0, 1.0, 1.0]]",0.2591710090637207,8.034301280975342,6.0,358.0,0.0,1.0,1.0,1.0,0.9835164835164836,0.0,1.0,1.0
93,"[[0.25508439540863037, 0.16666666666666666, 0.9697802197802199, 0.0, 0.0, 0.0], [0.24145297706127167, 0.3333333333333333, 0.9725274725274726, 0.0, 0.0, 0.0], [0.2350018471479416, 0.5, 0.9752747252747254, 0.0, 0.0, 0.0], [0.23313473165035248, 0.6666666666666666, 0.9780219780219781, 0.0, 0.0, 0.0], [0.23424558341503143, 0.8333333333333333, 0.9807692307692308, 0.0, 0.0, 1.0], [0.25377434492111206, 1.0, 0.9835164835164836, 0.0, 1.0, 1.0], [0.2591710090637207, 0.0, 0.9862637362637363, 0.0, 0.0, 0.0]]",0.2514699697494507,7.795569062232971,0.0,359.0,0.0,0.0,0.0,0.0,0.9862637362637363,0.0,0.0,0.0
94,"[[0.24145297706127167, 0.3333333333333333, 0.9725274725274726, 0.0, 0.0, 0.0], [0.2350018471479416, 0.5, 0.9752747252747254, 0.0, 0.0, 0.0], [0.23313473165035248, 0.6666666666666666, 0.9780219780219781, 0.0, 0.0, 0.0], [0.23424558341503143, 0.8333333333333333, 0.9807692307692308, 0.0, 0.0, 1.0], [0.25377434492111206, 1.0, 0.9835164835164836, 0.0, 1.0, 1.0], [0.2591710090637207, 0.0, 0.9862637362637363, 0.0, 0.0, 0.0], [0.2514699697494507, 0.16666666666666666, 0.989010989010989, 0.0, 0.0, 0.0]]",0.24190320074558258,7.49899922311306,1.0,360.0,0.0,0.0,0.0,0.16666666666666666,0.989010989010989,0.0,0.0,0.0
95,"[[0.2350018471479416, 0.5, 0.9752747252747254, 0.0, 0.0, 0.0], [0.23313473165035248, 0.6666666666666666, 0.9780219780219781, 0.0, 0.0, 0.0], [0.23424558341503143, 0.8333333333333333, 0.9807692307692308, 0.0, 0.0, 1.0], [0.25377434492111206, 1.0, 0.9835164835164836, 0.0, 1.0, 1.0], [0.2591710090637207, 0.0, 0.9862637362637363, 0.0, 0.0, 0.0], [0.2514699697494507, 0.16666666666666666, 0.989010989010989, 0.0, 0.0, 0.0], [0.24190320074558258, 0.3333333333333333, 0.9917582417582418, 0.0, 0.0, 0.0]]",0.2371133714914322,7.350514516234398,2.0,361.0,0.0,0.0,0.0,0.3333333333333333,0.9917582417582418,0.0,0.0,0.0
96,"[[0.23313473165035248, 0.6666666666666666, 0.9780219780219781, 0.0, 0.0, 0.0], [0.23424558341503143, 0.8333333333333333, 0.9807692307692308, 0.0, 0.0, 1.0], [0.25377434492111206, 1.0, 0.9835164835164836, 0.0, 1.0, 1.0], [0.2591710090637207, 0.0, 0.9862637362637363, 0.0, 0.0, 0.0], [0.2514699697494507, 0.16666666666666666, 0.989010989010989, 0.0, 0.0, 0.0], [0.24190320074558258, 0.3333333333333333, 0.9917582417582418, 0.0, 0.0, 0.0], [0.2371133714914322, 0.5, 0.9945054945054946, 0.0, 0.0, 0.0]]",0.2357727438211441,7.308955058455467,3.0,362.0,0.0,0.0,0.0,0.5,0.9945054945054946,0.0,0.0,0.0
97,"[[0.23424558341503143, 0.8333333333333333, 0.9807692307692308, 0.0, 0.0, 1.0], [0.25377434492111206, 1.0, 0.9835164835164836, 0.0, 1.0, 1.0], [0.2591710090637207, 0.0, 0.9862637362637363, 0.0, 0.0, 0.0], [0.2514699697494507, 0.16666666666666666, 0.989010989010989, 0.0, 0.0, 0.0], [0.24190320074558258, 0.3333333333333333, 0.9917582417582418, 0.0, 0.0, 0.0], [0.2371133714914322, 0.5, 0.9945054945054946, 0.0, 0.0, 0.0], [0.2357727438211441, 0.6666666666666666, 0.9972527472527474, 0.0, 0.0, 0.0]]",0.23684318363666534,7.342138692736626,4.0,363.0,0.0,0.0,0.0,0.6666666666666666,0.9972527472527474,0.0,0.0,0.0
98,"[[0.25377434492111206, 1.0, 0.9835164835164836, 0.0, 1.0, 1.0], [0.2591710090637207, 0.0, 0.9862637362637363, 0.0, 0.0, 0.0], [0.2514699697494507, 0.16666666666666666, 0.989010989010989, 0.0, 0.0, 0.0], [0.24190320074558258, 0.3333333333333333, 0.9917582417582418, 0.0, 0.0, 0.0], [0.2371133714914322, 0.5, 0.9945054945054946, 0.0, 0.0, 0.0], [0.2357727438211441, 0.6666666666666666, 0.9972527472527474, 0.0, 0.0, 0.0], [0.23684318363666534, 0.8333333333333333, 1.0, 0.0, 0.0, 1.0]]",0.25604426860809326,7.937372326850891,5.0,364.0,0.0,0.0,1.0,0.8333333333333333,1.0,0.0,0.0,1.0
99,"[[0.2591710090637207, 0.0, 0.9862637362637363, 0.0, 0.0, 0.0], [0.2514699697494507, 0.16666666666666666, 0.989010989010989, 0.0, 0.0, 0.0], [0.24190320074558258, 0.3333333333333333, 0.9917582417582418, 0.0, 0.0, 0.0], [0.2371133714914322, 0.5, 0.9945054945054946, 0.0, 0.0, 0.0], [0.2357727438211441, 0.6666666666666666, 0.9972527472527474, 0.0, 0.0, 0.0], [0.23684318363666534, 0.8333333333333333, 1.0, 0.0, 0.0, 1.0], [0.25604426860809326, 1.0, 0.0, 0.0, 0.0, 1.0]]",0.26036739349365234,8.071389198303223,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
100,"[[0.2514699697494507, 0.16666666666666666, 0.989010989010989, 0.0, 0.0, 0.0], [0.24190320074558258, 0.3333333333333333, 0.9917582417582418, 0.0, 0.0, 0.0], [0.2371133714914322, 0.5, 0.9945054945054946, 0.0, 0.0, 0.0], [0.2357727438211441, 0.6666666666666666, 0.9972527472527474, 0.0, 0.0, 0.0], [0.23684318363666534, 0.8333333333333333, 1.0, 0.0, 0.0, 1.0], [0.25604426860809326, 1.0, 0.0, 0.0, 0.0, 1.0], [0.26036739349365234, 0.0, 0.0027472527472527475, 0.0, 0.0, 0.0]]",0.2276276797056198,7.056458070874214,0.0,1.0,0.0,0.0,0.0,0.0,0.0027472527472527475,0.0,0.0,0.0
101,"[[0.24190320074558258, 0.3333333333333333, 0.9917582417582418, 0.0, 0.0, 0.0], [0.2371133714914322, 0.5, 0.9945054945054946, 0.0, 0.0, 0.0], [0.2357727438211441, 0.6666666666666666, 0.9972527472527474, 0.0, 0.0, 0.0], [0.23684318363666534, 0.8333333333333333, 1.0, 0.0, 0.0, 1.0], [0.25604426860809326, 1.0, 0.0, 0.0, 0.0, 1.0], [0.26036739349365234, 0.0, 0.0027472527472527475, 0.0, 0.0, 0.0], [0.2276276797056198, 0.16666666666666666, 0.005494505494505495, 0.0, 0.0, 0.0]]",0.2055409997701645,6.371770992875099,1.0,2.0,0.0,0.0,0.0,0.16666666666666666,0.005494505494505495,0.0,0.0,0.0
102,"[[0.2371133714914322, 0.5, 0.9945054945054946, 0.0, 0.0, 0.0], [0.2357727438211441, 0.6666666666666666, 0.9972527472527474, 0.0, 0.0, 0.0], [0.23684318363666534, 0.8333333333333333, 1.0, 0.0, 0.0, 1.0], [0.25604426860809326, 1.0, 0.0, 0.0, 0.0, 1.0], [0.26036739349365234, 0.0, 0.0027472527472527475, 0.0, 0.0, 0.0], [0.2276276797056198, 0.16666666666666666, 0.005494505494505495, 0.0, 0.0, 0.0], [0.2055409997701645, 0.3333333333333333, 0.008241758241758242, 0.0, 0.0, 0.0]]",0.1923060566186905,5.961487755179405,2.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.008241758241758242,0.0,0.0,0.0
103,"[[0.2357727438211441, 0.6666666666666666, 0.9972527472527474, 0.0, 0.0, 0.0], [0.23684318363666534, 0.8333333333333333, 1.0, 0.0, 0.0, 1.0], [0.25604426860809326, 1.0, 0.0, 0.0, 0.0, 1.0], [0.26036739349365234, 0.0, 0.0027472527472527475, 0.0, 0.0, 0.0], [0.2276276797056198, 0.16666666666666666, 0.005494505494505495, 0.0, 0.0, 0.0], [0.2055409997701645, 0.3333333333333333, 0.008241758241758242, 0.0, 0.0, 0.0], [0.1923060566186905, 0.5, 0.01098901098901099, 0.0, 0.0, 0.0]]",0.1852002590894699,5.741208031773567,3.0,4.0,0.0,0.0,0.0,0.5,0.01098901098901099,0.0,0.0,0.0
