window_idx,node_idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7
5,20,85.96666717529297,31.09714126586914,26.0,163.0,68.0,81.0,0.4482758641242981,2579.0
5,21,82.93333435058594,36.019378662109375,33.0,181.0,75.0,50.0,-0.8620689511299133,2488.0
5,22,51.96666717529297,20.465391159057617,18.0,105.0,64.0,40.0,-0.8275862336158752,1559.0
5,23,6.733333110809326,4.218477725982666,1.0,18.0,9.0,5.0,-0.13793103396892548,202.0
5,24,4.366666793823242,2.7746870517730713,0.0,11.0,6.0,4.0,-0.06896551698446274,131.0
5,25,7.866666793823242,9.013816833496094,0.0,30.0,0.0,0.0,0.0,236.0
5,26,134.26666259765625,49.835018157958984,48.0,258.0,106.0,108.0,0.06896551698446274,4028.0
6,0,126.46666717529297,49.200767517089844,40.0,233.0,136.0,178.0,1.4482758045196533,3794.0
6,1,13.066666603088379,7.41589879989624,0.0,25.0,9.0,24.0,0.517241358757019,392.0
6,2,5.9666666984558105,4.143133640289307,0.0,20.0,6.0,10.0,0.13793103396892548,179.0
6,3,17.266666412353516,10.859506607055664,4.0,45.0,23.0,31.0,0.27586206793785095,518.0
6,4,91.53333282470703,31.471397399902344,30.0,180.0,111.0,109.0,-0.06896551698446274,2746.0
6,5,35.900001525878906,13.476770401000977,11.0,64.0,31.0,56.0,0.8620689511299133,1077.0
6,6,6.199999809265137,4.10203218460083,0.0,20.0,4.0,9.0,0.17241379618644714,186.0
6,7,116.76667022705078,48.204898834228516,20.0,239.0,141.0,139.0,-0.06896551698446274,3503.0
6,8,11.666666984558105,5.581716060638428,1.0,29.0,15.0,10.0,-0.17241379618644714,350.0
6,9,2.866666555404663,2.2320892810821533,0.0,8.0,4.0,8.0,0.13793103396892548,86.0
6,10,13.899999618530273,7.841556072235107,3.0,33.0,3.0,14.0,0.37931033968925476,417.0
6,11,148.26666259765625,64.0374526977539,55.0,340.0,185.0,217.0,1.1034482717514038,4448.0
6,12,3.5333333015441895,2.552558660507202,0.0,10.0,5.0,5.0,0.0,106.0
6,13,10.899999618530273,4.749385833740234,3.0,23.0,14.0,11.0,-0.1034482792019844,327.0
6,14,6.900000095367432,4.414748191833496,0.0,18.0,6.0,14.0,0.27586206793785095,207.0
6,15,5.4666666984558105,4.3107099533081055,0.0,16.0,6.0,10.0,0.13793103396892548,164.0
6,16,22.5,11.149738311767578,5.0,41.0,18.0,40.0,0.7586206793785095,675.0
6,17,24.866666793823242,12.515945434570312,3.0,58.0,19.0,35.0,0.5517241358757019,746.0
6,18,8.066666603088379,6.59764289855957,0.0,24.0,8.0,20.0,0.4137931168079376,242.0
6,19,15.600000381469727,11.161242485046387,0.0,43.0,14.0,26.0,0.4137931168079376,468.0
6,20,40.233333587646484,16.983684539794922,6.0,85.0,63.0,39.0,-0.8275862336158752,1207.0
